"EID","TYPECODE","FBDATE","SXENDDATE"
"s370875","1457054","2015年04月",""
"s370875","1958153","2015年07月",""
"s370875","14547700","2015年04月",""
"s370875","91452441","2015年04月",""
"s219498","230179","2014年07月",""
"s24211","243883","2014年08月",""
"s24211","243880","2014年08月",""
"s24211","243888","2014年08月",""
"s24211","83517424","2014年08月",""
"s24211","83517422","2014年08月",""
"s24211","83517420","2014年08月",""
"s378373","603901","2014年10月",""
"s378373","1837069","2015年06月",""
"s378373","81377049","2014年10月",""
"s378373","80105492","2015年06月",""
"s486354","230601","2014年07月",""
"s486354","230583","2014年08月",""
"s486354","230589","2014年08月",""
"s133984","2303724","2015年08月",""
"s410685","132635","2014年04月",""
"s410685","75076635","2014年04月",""
"s281178","7707","2013年10月",""
"s281178","66083405","2013年10月",""
"s230089","1906097","2015年06月",""
"s457485","219128","2014年08月",""
"s457485","219124","2014年08月",""
"s457485","270269","2014年08月",""
"s427687","18914","2013年10月",""
"s427687","6425351","2013年10月",""
"s333348","220286","2014年08月",""
"s333348","32674014","2014年08月",""
"s160027","541305","2014年10月",""
"s160027","42500368","2014年10月",""
"s424990","183540","2014年06月",""
"s424990","183541","2014年06月",""
"s424990","73383626","2014年06月",""
"s59833","2212317","2015年08月",""
"s59833","2211989","2015年08月",""
"s476536","1093923","2015年03月",""
"s297410","741428","2014年11月",""
"s297410","89716022","2014年11月",""
"s5205","2192714","2015年08月",""
"s395297","1715649","2015年06月","2015-07"
"s284262","549519","2014年09月",""
"s284262","87369810","2014年09月",""
"s470942","19359","2013年10月",""
"s470942","12387","2013年10月",""
"s470942","60340011","2013年10月",""
"s46823","1270265","2015年03月",""
"s46823","66050413","2015年03月",""
"s296120","174299","2014年06月",""
"s163503","203997","2014年07月",""
"s163503","73340670","2014年07月",""
"s142755","587211","2014年10月",""
"s142755","591643","2014年10月",""
"s142755","591661","2014年10月",""
"s142755","87980358","2014年10月",""
"s142755","87980711","2014年10月",""
"s262268","175989","2014年06月",""
"s61642","4355","2013年10月",""
"s61642","61212839","2013年10月",""
"s12871","693436","2014年11月","2015-07"
"s469157","193797","2014年06月",""
"s469157","81333188","2014年06月",""
"s27030","785977","2015年02月",""
"s27030","785975","2015年02月",""
"s303962","27412","2013年10月",""
"s449507","1973055","2015年07月",""
"s259801","1245980","2015年03月",""
"s259801","36551349","2015年03月",""
"s234890","1760828","2015年06月",""
"s234890","79552689","2015年06月",""
"s432928","1249145","2015年03月",""
"s287994","1276228","2015年03月","2015-07"
"s438207","1908344","2015年06月",""
"s438207","99974385","2015年06月",""
"s10250","271218","2014年09月",""
"s10250","4890","2013年10月",""
"s524121","218897","2014年08月",""
"s524121","216450","2014年08月",""
"s524121","219310","2014年08月",""
"s524121","232905","2014年08月",""
"s524121","9298495","2014年08月",""
"s524121","16539872","2014年08月",""
"s524121","73368316","2014年08月",""
"s445163","1665617","2015年05月",""
"s445163","96518671","2015年05月",""
"s262808","1412060","2015年04月",""
"s250455","1263446","2015年03月","2015-07"
"s294272","849209","2015年03月",""
"s294272","65983635","2015年03月",""
"s278181","2058615","2015年07月",""
"s33859","233185","2014年08月",""
"s33859","83507768","2014年08月",""
"s509245","1312096","2015年03月","2015-07"
"s235553","393570","2014年08月",""
"s235553","32317242","2014年08月",""
"s184095","2161844","2015年08月",""
"s45946","36852","2013年10月",""
"s45946","7131268","2013年10月",""
"s524520","227220","2014年08月","2015-07"
"s84417","911487","2014年12月",""
"s84417","66018978","2014年12月",""
"s291760","182872","2014年06月",""
"s291760","80322336","2014年06月",""
"s396236","1099909","2015年01月",""
"s396236","24020768","2015年01月",""
"s84026","1045410","2015年01月","2015-07"
"s86479","1979281","2015年07月",""
"s86479","103891883","2015年07月",""
"s346273","1778312","2015年06月",""
"s346273","61672924","2015年06月",""
"s87386","1055268","2015年03月",""
"s432603","1068782","2015年01月",""
"s163190","1237585","2015年03月",""
"s163190","79293703","2015年03月",""
"s448570","1264797","2015年03月",""
"s448570","85068419","2015年03月",""
"s21085","1259064","2015年03月",""
"s181075","236310","2014年08月",""
"s181075","61126563","2014年08月",""
"s89746","644652","2014年11月",""
"s89746","79322192","2014年11月",""
"s480345","562632","2014年11月",""
"s480345","2017244","2015年07月",""
"s480345","85059265","2014年11月",""
"s480345","103425144","2015年07月",""
"s7677","2062796","2015年07月",""
"s7677","97742323","2015年07月",""
"s268743","1979460","2015年07月",""
"s268743","103941062","2015年07月",""
"s507647","1099337","2015年01月",""
"s507647","29051275","2015年01月",""
"s248545","173909","2014年06月",""
"s220116","1253971","2015年03月",""
"s299288","567314","2014年09月",""
"s299288","726041","2014年11月",""
"s299288","224448","2014年08月",""
"s299288","158334","2014年06月",""
"s299288","158340","2014年06月",""
"s299288","1705295","2015年06月",""
"s299288","84991476","2014年09月",""
"s299288","82452785","2014年08月",""
"s299288","98754023","2015年06月",""
"s299288","84373242","2014年11月",""
"s299288","78199695","2014年06月",""
"s299288","78199702","2014年06月",""
"s204230","1478342","2015年04月",""
"s204230","94158423","2015年04月",""
"s69356","2229273","2015年08月",""
"s354544","176869","2014年10月",""
"s354544","73363154","2014年10月",""
"s22","998112","2015年01月","2015-07"
"s211170","1767555","2015年06月",""
"s211170","100517069","2015年06月",""
"s448039","1496478","2015年04月","2015-07"
"s22408","804809","2014年12月",""
"s319307","1772727","2015年06月",""
"s105748","2232190","2015年08月",""
"s105748","91759165","2015年08月",""
"s478834","215403","2014年08月",""
"s478834","21004883","2014年08月",""
"s235711","1165128","2015年01月","2015-07"
"s235711","1165129","2015年01月","2015-07"
"s20268","18236","2015年01月",""
"s449163","1981141","2015年07月",""
"s449163","40425304","2015年07月",""
"s171944","241646","2014年08月",""
"s171944","1216431","2015年02月",""
"s171944","80125858","2014年08月",""
"s171944","96497749","2015年02月",""
"s450773","1224992","2015年03月","2015-07"
"s256731","1729143","2015年06月",""
"s256731","97009240","2015年06月",""
"s297686","1190335","2015年02月","2015-07"
"s146227","1186153","2015年02月",""
"s146227","83472130","2015年02月",""
"s193990","19636","2013年10月",""
"s193990","2138177","2015年08月",""
"s193990","60238870","2013年10月",""
"s193990","104791769","2015年08月",""
"s193990","700661445","2013年10月",""
"s338530","1583538","2015年05月","2015-07"
"s65030","783100","2014年12月",""
"s65030","89711055","2014年12月",""
"s363362","1164940","2015年01月",""
"s363362","93699325","2015年01月",""
"s352575","1433558","2015年04月",""
"s352575","1433554","2015年04月",""
"s470386","1274481","2015年03月",""
"s470386","97121619","2015年03月",""
"s77980","2029282","2015年07月",""
"s77980","93694750","2015年07月",""
"s349452","1495705","2015年04月",""
"s349452","99074744","2015年04月",""
"s454853","2038492","2015年07月",""
"s423182","903165","2014年12月",""
"s423182","73354065","2014年12月",""
"s207967","1926795","2015年06月",""
"s207967","97985938","2015年06月",""
"s81321","482062","2014年09月",""
"s173684","910217","2015年08月",""
"s173684","38940491","2015年08月",""
"s141423","1267771","2015年03月",""
"s141423","66063831","2015年03月",""
"s311936","1534406","2015年05月",""
"s311936","1534403","2015年05月",""
"s311936","96495033","2015年05月",""
"s151881","1857161","2015年06月",""
"s151881","100469857","2015年06月",""
"s469727","2071576","2015年07月",""
"s469727","2071575","2015年07月",""
"s469727","2071574","2015年07月",""
"s85353","177491","2014年06月",""
"s85353","174910","2014年06月",""
"s274014","1232918","2015年03月",""
"s274014","12865688","2015年03月",""
"s56820","1484874","2015年04月",""
"s56820","1485056","2015年04月",""
"s56820","91673835","2015年04月",""
"s56820","91673840","2015年04月",""
"s325213","167269","2014年06月",""
"s325213","79643887","2014年06月",""
"s416392","1815143","2015年06月",""
"s416392","1815134","2015年06月",""
"s416392","1815126","2015年06月",""
"s416392","1815115","2015年06月",""
"s416392","96508675","2015年06月",""
"s416392","97978323","2015年06月",""
"s416392","97978338","2015年06月",""
"s416392","96508679","2015年06月",""
"s19861","1208727","2015年02月",""
"s19861","92402525","2015年02月",""
"s430778","2185033","2015年08月",""
"s430778","104415563","2015年08月",""
"s391062","907083","2014年12月",""
"s391062","1496416","2015年04月",""
"s391062","1496694","2015年04月",""
"s391062","91917395","2014年12月",""
"s391062","32451818","2015年04月",""
"s62763","623847","2014年11月",""
"s62763","68726049","2014年11月",""
"s474275","213770","2014年08月",""
"s415331","201377","2014年07月",""
"s369726","1267623","2015年03月",""
"s369726","66071006","2015年03月",""
"s169043","218778","2014年08月",""
"s169043","192528","2014年08月",""
"s476325","1205884","2015年02月",""
"s280057","1249117","2015年03月",""
"s280057","62331103","2015年03月",""
"s287627","1930570","2015年07月",""
"s151674","171188","2014年06月",""
"s151674","1045144","2015年01月",""
"s151674","1045328","2015年01月",""
"s151674","1362467","2015年03月",""
"s151674","79621863","2014年06月",""
"s151674","66006171","2015年01月",""
"s151674","66059492","2015年03月",""
"s151674","66008384","2015年01月",""
"s206399","1492287","2015年04月",""
"s206399","2121901","2015年08月",""
"s206399","2123071","2015年08月",""
"s206399","2123326","2015年08月",""
"s206399","2123229","2015年08月",""
"s206399","2123028","2015年08月",""
"s206399","2122967","2015年08月",""
"s206399","2123298","2015年08月",""
"s206399","2123020","2015年08月",""
"s206399","2122977","2015年08月",""
"s206399","2123068","2015年08月",""
"s206399","2121845","2015年08月",""
"s206399","2123131","2015年08月",""
"s206399","2123033","2015年08月",""
"s206399","102977173","2015年08月",""
"s206399","102977281","2015年08月",""
"s206399","102977167","2015年08月",""
"s206399","102977171","2015年08月",""
"s206399","85670428","2015年04月",""
"s206399","102977177","2015年08月",""
"s206399","102687525","2015年08月",""
"s206399","102687677","2015年08月",""
"s206399","101961937","2015年08月",""
"s206399","101961935","2015年08月",""
"s206399","102687529","2015年08月",""
"s206399","103773301","2015年08月",""
"s206399","102977287","2015年08月",""
"s65969","210787","2014年07月",""
"s65969","79523067","2014年07月",""
"s628","1169619","2015年02月",""
"s628","96518490","2015年02月",""
"s40526","838016","2014年12月",""
"s429441","1045304","2015年01月",""
"s429441","66006161","2015年01月",""
"s442030","173045","2014年06月",""
"s442030","1498389","2015年04月","2015-07"
"s442030","1540780","2015年05月","2015-07"
"s63624","1275753","2015年03月",""
"s63624","66032276","2015年03月",""
"s285432","1084064","2015年01月",""
"s285432","66050673","2015年01月",""
"s139855","864273","2014年12月",""
"s139855","212277","2014年08月",""
"s139855","222964","2014年08月",""
"s139855","229275","2014年08月",""
"s139855","229194","2014年08月",""
"s139855","228831","2014年08月",""
"s139855","216772","2014年08月",""
"s139855","228825","2014年08月",""
"s139855","229123","2014年08月",""
"s139855","223114","2014年08月",""
"s139855","229118","2014年08月",""
"s139855","218761","2014年08月",""
"s139855","229093","2014年08月",""
"s139855","229100","2014年08月",""
"s139855","219100","2014年08月",""
"s139855","229107","2014年08月",""
"s139855","229182","2014年08月",""
"s139855","229297","2014年08月",""
"s139855","219008","2014年08月",""
"s139855","223478","2014年08月",""
"s139855","230326","2014年08月",""
"s139855","229180","2014年08月",""
"s139855","230007","2014年08月",""
"s139855","230091","2014年08月",""
"s139855","229281","2014年08月",""
"s139855","229125","2014年08月",""
"s139855","228837","2014年08月",""
"s139855","223123","2014年08月",""
"s139855","228782","2014年08月",""
"s139855","229129","2014年08月",""
"s139855","229339","2014年08月",""
"s139855","229127","2014年08月",""
"s139855","224890","2014年08月",""
"s139855","224837","2014年08月",""
"s139855","225149","2014年08月",""
"s139855","229763","2014年08月",""
"s139855","229703","2014年08月",""
"s139855","224871","2014年08月",""
"s139855","224705","2014年08月",""
"s139855","225126","2014年08月",""
"s139855","223484","2014年08月",""
"s139855","229075","2014年08月",""
"s139855","223406","2014年08月",""
"s139855","218436","2014年08月",""
"s139855","228774","2014年08月",""
"s139855","229721","2014年08月",""
"s139855","230017","2014年08月",""
"s139855","223413","2014年08月",""
"s139855","227724","2014年08月",""
"s139855","218994","2014年08月",""
"s139855","216507","2014年08月",""
"s139855","216763","2014年08月",""
"s139855","214979","2014年08月",""
"s139855","229030","2014年08月",""
"s139855","224834","2014年08月",""
"s139855","229211","2014年08月",""
"s139855","229079","2014年08月",""
"s139855","229022","2014年08月",""
"s139855","230089","2014年08月",""
"s139855","229206","2014年08月",""
"s139855","228992","2014年08月",""
"s139855","229305","2014年08月",""
"s139855","223432","2014年08月",""
"s139855","229765","2014年08月",""
"s139855","229350","2014年08月",""
"s139855","218477","2014年08月",""
"s139855","222908","2014年08月",""
"s139855","224866","2014年08月",""
"s139855","224699","2014年08月",""
"s139855","224814","2014年08月",""
"s139855","224704","2014年08月",""
"s139855","217148","2014年08月",""
"s139855","224830","2014年08月",""
"s139855","224750","2014年08月",""
"s139855","228844","2014年08月",""
"s139855","224883","2014年08月",""
"s139855","224998","2014年08月",""
"s139855","224974","2014年08月",""
"s139855","224863","2014年08月",""
"s139855","224776","2014年08月",""
"s139855","229273","2014年08月",""
"s139855","215101","2014年08月",""
"s139855","222965","2014年08月",""
"s139855","229293","2014年08月",""
"s139855","229209","2014年08月",""
"s139855","223136","2014年08月",""
"s139855","217606","2014年08月",""
"s139855","223140","2014年08月",""
"s139855","223061","2014年08月",""
"s139855","218372","2014年08月",""
"s139855","230024","2014年08月",""
"s139855","228986","2014年08月",""
"s139855","223160","2014年08月",""
"s139855","224860","2014年08月",""
"s139855","224992","2014年08月",""
"s139855","224721","2014年08月",""
"s139855","224728","2014年08月",""
"s139855","224957","2014年08月",""
"s139855","230044","2014年08月",""
"s139855","228840","2014年08月",""
"s139855","229654","2014年08月",""
"s139855","225084","2014年08月",""
"s139855","224909","2014年08月",""
"s139855","229302","2014年08月",""
"s139855","225167","2014年08月",""
"s139855","224679","2014年08月",""
"s139855","229233","2014年08月",""
"s139855","229354","2014年08月",""
"s139855","215180","2014年08月",""
"s139855","224963","2014年08月",""
"s139855","229190","2014年08月",""
"s139855","229362","2014年08月",""
"s139855","224792","2014年08月",""
"s139855","225161","2014年08月",""
"s139855","223420","2014年08月",""
"s139855","224806","2014年08月",""
"s139855","224846","2014年08月",""
"s139855","229750","2014年08月",""
"s139855","229356","2014年08月",""
"s139855","224674","2014年08月",""
"s139855","230084","2014年08月",""
"s139855","223409","2014年08月",""
"s139855","223463","2014年08月",""
"s139855","229237","2014年08月",""
"s139855","224706","2014年08月",""
"s139855","224823","2014年08月",""
"s139855","224853","2014年08月",""
"s139855","216734","2014年08月",""
"s139855","224936","2014年08月",""
"s139855","228214","2014年08月",""
"s139855","223449","2014年08月",""
"s139855","228028","2014年08月",""
"s139855","223421","2014年08月",""
"s139855","229212","2014年08月",""
"s139855","228091","2014年08月",""
"s139855","227999","2014年08月",""
"s139855","228001","2014年08月",""
"s139855","223377","2014年08月",""
"s139855","227442","2014年08月",""
"s139855","228156","2014年08月",""
"s139855","227321","2014年08月",""
"s139855","223417","2014年08月",""
"s139855","228011","2014年08月",""
"s139855","214973","2014年08月",""
"s139855","223472","2014年08月",""
"s139855","223452","2014年08月",""
"s139855","223368","2014年08月",""
"s139855","228080","2014年08月",""
"s139855","228123","2014年08月",""
"s139855","224718","2014年08月",""
"s139855","215211","2014年08月",""
"s139855","223398","2014年08月",""
"s139855","228006","2014年08月",""
"s139855","223382","2014年08月",""
"s139855","229278","2014年08月",""
"s139855","224803","2014年08月",""
"s139855","215223","2014年08月",""
"s139855","224700","2014年08月",""
"s139855","224794","2014年08月",""
"s139855","225096","2014年08月",""
"s139855","214977","2014年08月",""
"s139855","217670","2014年08月",""
"s139855","228084","2014年08月",""
"s139855","225166","2014年08月",""
"s139855","230026","2014年08月",""
"s139855","229330","2014年08月",""
"s139855","229221","2014年08月",""
"s139855","225142","2014年08月",""
"s139855","229767","2014年08月",""
"s139855","229285","2014年08月",""
"s139855","225164","2014年08月",""
"s139855","224696","2014年08月",""
"s139855","224684","2014年08月",""
"s139855","230098","2014年08月",""
"s139855","224748","2014年08月",""
"s139855","229270","2014年08月",""
"s139855","224825","2014年08月",""
"s139855","224928","2014年08月",""
"s139855","230106","2014年08月",""
"s139855","224818","2014年08月",""
"s139855","224821","2014年08月",""
"s139855","229328","2014年08月",""
"s139855","214832","2014年08月",""
"s139855","229210","2014年08月",""
"s139855","229314","2014年08月",""
"s139855","227787","2014年08月",""
"s139855","229333","2014年08月",""
"s139855","229290","2014年08月",""
"s139855","225097","2014年08月",""
"s139855","218939","2014年08月",""
"s139855","229114","2014年08月",""
"s139855","225107","2014年08月",""
"s139855","225106","2014年08月",""
"s139855","224736","2014年08月",""
"s139855","223470","2014年08月",""
"s139855","229088","2014年08月",""
"s139855","228182","2014年08月",""
"s139855","227935","2014年08月",""
"s139855","223400","2014年08月",""
"s139855","225115","2014年08月",""
"s139855","224692","2014年08月",""
"s139855","229276","2014年08月",""
"s139855","216894","2014年08月",""
"s139855","223448","2014年08月",""
"s139855","224742","2014年08月",""
"s139855","228206","2014年08月",""
"s139855","228478","2014年08月",""
"s139855","228127","2014年08月",""
"s139855","223370","2014年08月",""
"s139855","228236","2014年08月",""
"s139855","228058","2014年08月",""
"s139855","216943","2014年08月",""
"s139855","228474","2014年08月",""
"s139855","227922","2014年08月",""
"s139855","228237","2014年08月",""
"s139855","228096","2014年08月",""
"s139855","228834","2014年08月",""
"s139855","216690","2014年08月",""
"s139855","228065","2014年08月",""
"s139855","228490","2014年08月",""
"s139855","223459","2014年08月",""
"s139855","223425","2014年08月",""
"s139855","215036","2014年08月",""
"s139855","223458","2014年08月",""
"s139855","230037","2014年08月",""
"s139855","224901","2014年08月",""
"s139855","223447","2014年08月",""
"s139855","223442","2014年08月",""
"s139855","227995","2014年08月",""
"s139855","228119","2014年08月",""
"s139855","228208","2014年08月",""
"s139855","229130","2014年08月",""
"s139855","220891","2014年08月",""
"s139855","228245","2014年08月",""
"s139855","228009","2014年08月",""
"s139855","223416","2014年08月",""
"s139855","229086","2014年08月",""
"s139855","229183","2014年08月",""
"s139855","229064","2014年08月",""
"s139855","223428","2014年08月",""
"s139855","223483","2014年08月",""
"s139855","228228","2014年08月",""
"s139855","229283","2014年08月",""
"s139855","223462","2014年08月",""
"s139855","228106","2014年08月",""
"s139855","227449","2014年08月",""
"s139855","227349","2014年08月",""
"s139855","217634","2014年08月",""
"s139855","229112","2014年08月",""
"s139855","228165","2014年08月",""
"s139855","228023","2014年08月",""
"s139855","230114","2014年08月",""
"s139855","223372","2014年08月",""
"s139855","228086","2014年08月",""
"s139855","229344","2014年08月",""
"s139855","227779","2014年08月",""
"s139855","229096","2014年08月",""
"s139855","229321","2014年08月",""
"s139855","227298","2014年08月",""
"s139855","223467","2014年08月",""
"s139855","229352","2014年08月",""
"s139855","227256","2014年08月",""
"s139855","224782","2014年08月",""
"s139855","224800","2014年08月",""
"s139855","229071","2014年08月",""
"s139855","216456","2014年08月",""
"s139855","214982","2014年08月",""
"s139855","228433","2014年08月",""
"s139855","224796","2014年08月",""
"s139855","217134","2014年08月",""
"s139855","224942","2014年08月",""
"s139855","215007","2014年08月",""
"s139855","228828","2014年08月",""
"s139855","220361","2014年08月",""
"s139855","215113","2014年08月",""
"s139855","228988","2014年08月",""
"s139855","224876","2014年08月",""
"s139855","227174","2014年08月",""
"s139855","228062","2014年08月",""
"s139855","228104","2014年08月",""
"s139855","228013","2014年08月",""
"s139855","223485","2014年08月",""
"s139855","223460","2014年08月",""
"s139855","223396","2014年08月",""
"s139855","228176","2014年08月",""
"s139855","228990","2014年08月",""
"s139855","228019","2014年08月",""
"s139855","228098","2014年08月",""
"s139855","228485","2014年08月",""
"s139855","228201","2014年08月",""
"s139855","228018","2014年08月",""
"s139855","227763","2014年08月",""
"s139855","223461","2014年08月",""
"s139855","218486","2014年08月",""
"s139855","229228","2014年08月",""
"s139855","227272","2014年08月",""
"s139855","228234","2014年08月",""
"s139855","227269","2014年08月",""
"s139855","227855","2014年08月",""
"s139855","228233","2014年08月",""
"s139855","228015","2014年08月",""
"s139855","223386","2014年08月",""
"s139855","228024","2014年08月",""
"s139855","223376","2014年08月",""
"s139855","228477","2014年08月",""
"s139855","229287","2014年08月",""
"s139855","227717","2014年08月",""
"s139855","227810","2014年08月",""
"s139855","228847","2014年08月",""
"s139855","223405","2014年08月",""
"s139855","228087","2014年08月",""
"s139855","228090","2014年08月",""
"s139855","228218","2014年08月",""
"s139855","228231","2014年08月",""
"s139855","227356","2014年08月",""
"s139855","228027","2014年08月",""
"s139855","228064","2014年08月",""
"s139855","228230","2014年08月",""
"s139855","228823","2014年08月",""
"s139855","224950","2014年08月",""
"s139855","229084","2014年08月",""
"s139855","228101","2014年08月",""
"s139855","227266","2014年08月",""
"s139855","228003","2014年08月",""
"s139855","228077","2014年08月",""
"s139855","228698","2014年08月",""
"s139855","228455","2014年08月",""
"s139855","228488","2014年08月",""
"s139855","228232","2014年08月",""
"s139855","223166","2014年08月",""
"s139855","223389","2014年08月",""
"s139855","228148","2014年08月",""
"s139855","229105","2014年08月",""
"s139855","228116","2014年08月",""
"s139855","228198","2014年08月",""
"s139855","228000","2014年08月",""
"s139855","227823","2014年08月",""
"s139855","227929","2014年08月",""
"s139855","228482","2014年08月",""
"s139855","228112","2014年08月",""
"s139855","228110","2014年08月",""
"s139855","227315","2014年08月",""
"s139855","229181","2014年08月",""
"s139855","228092","2014年08月",""
"s139855","227179","2014年08月",""
"s139855","223443","2014年08月",""
"s139855","223403","2014年08月",""
"s139855","228473","2014年08月",""
"s139855","223153","2014年08月",""
"s139855","228211","2014年08月",""
"s139855","170916","2014年06月",""
"s139855","1085032","2015年01月",""
"s139855","2088264","2015年07月",""
"s139855","66049077","2015年01月",""
"s139855","92350677","2014年12月",""
"s139855","98629934","2015年07月",""
"s388420","3629","2013年10月",""
"s388420","66080917","2013年10月",""
"s393192","1046959","2015年03月",""
"s434034","2124747","2015年07月",""
"s434034","98100950","2015年07月",""
"s209880","185225","2014年06月","2015-07"
"s166822","907682","2014年12月",""
"s166822","66068364","2014年12月",""
"s434694","2064406","2015年07月",""
"s434694","85063126","2015年07月",""
"s264639","1473491","2015年04月",""
"s157984","671226","2014年11月","2015-07"
"s235014","161494","2014年06月",""
"s235014","165394","2014年07月","2015-07"
"s235014","1176318","2015年02月","2015-07"
"s235014","2073698","2015年07月",""
"s235014","2073697","2015年07月",""
"s235014","2073699","2015年07月",""
"s235014","2073714","2015年07月",""
"s235014","2073706","2015年07月",""
"s268508","1531464","2015年05月",""
"s268508","27837750","2015年05月",""
"s510118","212349","2014年08月",""
"s510118","29037384","2014年08月",""
"s332822","1730565","2015年06月",""
"s332822","76009138","2015年06月",""
"s39220","1051012","2015年01月",""
"s39220","73381784","2015年01月",""
"s102914","1274636","2015年03月",""
"s102914","66049876","2015年03月",""
"s82864","11250","2013年10月",""
"s305774","191199","2014年06月",""
"s305774","79933960","2014年06月",""
"s466842","216388","2014年08月",""
"s466842","6964680","2014年08月",""
"s18926","221026","2014年07月",""
"s18926","216375","2014年08月",""
"s18926","161370","2014年06月",""
"s18926","1977631","2015年07月",""
"s18926","23758648","2014年07月",""
"s18926","7413251","2014年08月",""
"s18926","18897068","2015年07月",""
"s498412","1824176","2015年06月",""
"s389052","1635058","2015年05月",""
"s366768","1733676","2015年06月",""
"s366768","10438823","2015年06月",""
"s402848","1078717","2015年01月",""
"s402848","19771486","2015年01月",""
"s280156","411769","2014年08月","2015-07"
"s406511","2075611","2015年07月",""
"s107348","1246720","2015年03月",""
"s107348","91757259","2015年03月",""
"s497541","13500","2013年10月",""
"s497541","43908953","2013年10月",""
"s310694","911623","2014年12月",""
"s310694","1672226","2015年05月",""
"s310694","101121877","2015年05月",""
"s310694","66016359","2014年12月",""
"s96472","1126449","2015年01月",""
"s96472","91911861","2015年01月",""
"s133679","1039596","2015年03月",""
"s133679","66004461","2015年03月",""
"s307637","651130","2014年11月",""
"s307637","1480693","2015年04月",""
"s307637","1583920","2015年05月",""
"s307637","1975994","2015年07月",""
"s307637","79912348","2014年11月",""
"s49690","2212098","2015年08月",""
"s49690","105314589","2015年08月",""
"s523004","536169","2014年09月",""
"s523004","80292813","2014年09月",""
"s238421","1080972","2015年01月",""
"s238421","1689991","2015年05月",""
"s238421","66058746","2015年01月",""
"s238421","99055835","2015年05月",""
"s508786","648844","2014年11月",""
"s508786","38088352","2014年11月",""
"s481057","527342","2014年09月",""
"s481057","230103","2014年08月",""
"s481057","220173","2014年08月",""
"s481057","217183","2014年08月",""
"s481057","218748","2014年08月",""
"s481057","218930","2014年08月",""
"s481057","217563","2014年08月",""
"s481057","222887","2014年08月",""
"s481057","222597","2014年08月",""
"s481057","219478","2014年08月",""
"s481057","222577","2014年08月",""
"s481057","222765","2014年08月",""
"s481057","222938","2014年08月",""
"s481057","222772","2014年08月",""
"s481057","219087","2014年08月",""
"s481057","216395","2014年08月",""
"s481057","220817","2014年08月",""
"s481057","220688","2014年08月",""
"s481057","222457","2014年08月",""
"s481057","219168","2014年08月",""
"s481057","222882","2014年08月",""
"s481057","222877","2014年08月",""
"s481057","223007","2014年08月",""
"s481057","220828","2014年08月",""
"s481057","222905","2014年08月",""
"s481057","220832","2014年08月",""
"s481057","217530","2014年08月",""
"s481057","222658","2014年08月",""
"s481057","222959","2014年08月",""
"s481057","222903","2014年08月",""
"s481057","219527","2014年08月",""
"s481057","219581","2014年08月",""
"s481057","219372","2014年08月",""
"s481057","222499","2014年08月",""
"s481057","215461","2014年08月",""
"s481057","217219","2014年08月",""
"s481057","219189","2014年08月",""
"s481057","222876","2014年08月",""
"s481057","218788","2014年08月",""
"s481057","222524","2014年08月",""
"s481057","220896","2014年08月",""
"s481057","220141","2014年08月",""
"s481057","219409","2014年08月",""
"s481057","220886","2014年08月",""
"s481057","222733","2014年08月",""
"s481057","218673","2014年08月",""
"s481057","222785","2014年08月",""
"s481057","220303","2014年08月",""
"s481057","222810","2014年08月",""
"s481057","222933","2014年08月",""
"s481057","220745","2014年08月",""
"s481057","219415","2014年08月",""
"s481057","220231","2014年08月",""
"s481057","220308","2014年08月",""
"s481057","219225","2014年08月",""
"s481057","219423","2014年08月",""
"s481057","222979","2014年08月",""
"s481057","217191","2014年08月",""
"s481057","219560","2014年08月",""
"s481057","222627","2014年08月",""
"s481057","223002","2014年08月",""
"s481057","219549","2014年08月",""
"s481057","218944","2014年08月",""
"s481057","222974","2014年08月",""
"s481057","218795","2014年08月",""
"s481057","222696","2014年08月",""
"s481057","222834","2014年08月",""
"s481057","219425","2014年08月",""
"s481057","222950","2014年08月",""
"s481057","222831","2014年08月",""
"s481057","222971","2014年08月",""
"s481057","219613","2014年08月",""
"s481057","220209","2014年08月",""
"s481057","219565","2014年08月",""
"s481057","218956","2014年08月",""
"s481057","222798","2014年08月",""
"s481057","222512","2014年08月",""
"s481057","220253","2014年08月",""
"s481057","219569","2014年08月",""
"s481057","218882","2014年08月",""
"s481057","222509","2014年08月",""
"s481057","219341","2014年08月",""
"s481057","220605","2014年08月",""
"s481057","217537","2014年08月",""
"s481057","222863","2014年08月",""
"s481057","222533","2014年08月",""
"s481057","219486","2014年08月",""
"s481057","222776","2014年08月",""
"s481057","219050","2014年08月",""
"s481057","222945","2014年08月",""
"s481057","219030","2014年08月",""
"s481057","220852","2014年08月",""
"s481057","219204","2014年08月",""
"s481057","222825","2014年08月",""
"s481057","222718","2014年08月",""
"s481057","220844","2014年08月",""
"s481057","219601","2014年08月",""
"s481057","222581","2014年08月",""
"s481057","222952","2014年08月",""
"s481057","219543","2014年08月",""
"s481057","219503","2014年08月",""
"s481057","222826","2014年08月",""
"s481057","219623","2014年08月",""
"s481057","217209","2014年08月",""
"s481057","222802","2014年08月",""
"s481057","222783","2014年08月",""
"s481057","219038","2014年08月",""
"s481057","222632","2014年08月",""
"s481057","222812","2014年08月",""
"s481057","223011","2014年08月",""
"s481057","222366","2014年08月",""
"s481057","217170","2014年08月",""
"s481057","216347","2014年08月",""
"s481057","215371","2014年08月",""
"s481057","219035","2014年08月",""
"s481057","215483","2014年08月",""
