"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"s408145","w159399","0","1","2015",""
"s345801","w159400","0","0.333","2007",""
"s113070","w159402","0","0.8","1997","2001"
"s236238","w159405","1","0.5","2015",""
"s252469","w159411","0","0.8","2011","2014"
"s493683","w159413","0","0.6","2007","2012"
"s310783","w159416","1","1","2004",""
"s274179","w159418","1","1","2010",""
"s206675","w159419","0","1","2011",""
"s465770","w159422","1","1","2015",""
"s57089","w159424","1","0.49","2014",""
"s344360","w159425","1","1","2015",""
"s35374","w159427","0","1","2012",""
"s444137","w159430","0","0.3","2010","2010"
"s30197","w159431","1","0.9","2003",""
"s235960","w159433","0","0.079","2000","2011"
"s112907","w159434","0","0.4","2011",""
"s319544","w159439","1","1","2011",""
"s446592","w159440","1","1","1992",""
"s324667","w159444","0","0.37","2015",""
"s396393","w159445","1","1","1993","2007"
"s31013","w159446","1","0","2013",""
"s31013","w159446","1","1","2013",""
"s460510","w159447","0","0.222","1991","2007"
"s20303","w159451","0","0.7","2013",""
"s411933","w159451","0","0.3","2013",""
"s206675","w159456","0","1","2014",""
"s59420","w159460","0","1","2013",""
"s116658","w159464","1","0.025","2009",""
"s234704","w159465","0","0.795","2015",""
"s97123","w159474","1","1","1993",""
"s354718","w159477","1","0.2","2012",""
"s149062","w159480","1","0.3","1998","2008"
"s322247","w159482","1","0.167","1998","2007"
"s116730","w159483","1","0.51","2014",""
"s36941","w159484","0","0.2","2013",""
"s525107","w159485","0","0.51","2010",""
"s164924","w159491","0","0.03","2013",""
"s90613","w159494","1","0.85","2012",""
"s270226","w159496","1","0.167","2015",""
"s497011","w159498","1","0.06","2009",""
"s351519","w159503","0","0.037","2015",""
"s271648","w159506","1","0.4","2007","2009"
"s33704","w159513","0","0.25","2009","2012"
"s300778","w159518","1","0.25","2014",""
"s204611","w159522","0","0.2","2011",""
"s35005","w159527","0","1","2001",""
"s10250","w159532","0","1","2001",""
"s385932","w159537","0","1","2010","2014"
"s81765","w159538","1","0.386","2002","2006"
"s369107","w159540","1","0.1","2004","2007"
"s97628","w159542","0","0.3","2011",""
"s319505","w159546","1","0.6","2004",""
"s287329","w159548","0","1","2010",""
"s345210","w159551","1","0.702","2007",""
"s482751","w159555","1","0.3","2013",""
"s68854","w159564","0","0.02","2013",""
"s501480","w159566","0","1","1988",""
"s67828","w159579","1","0.067","2004",""
"s463964","w159580","1","0.95","2014",""
"s56842","w159584","0","1","2015",""
"s110742","w159585","0","0.6","2015",""
"s273514","w159587","0","0.5","2014","2015"
"s21549","w159589","1","0.3","2015",""
"s340170","w159592","1","1","2002",""
"s424419","w159593","1","0.1","2009",""
"s448119","w159596","0","0.8","2012",""
"s237260","w159603","0","0.9","2009","2010"
"s309133","w159617","1","0.448","2011",""
"s244077","w159621","0","1","1985",""
"s459079","w159624","0","1","2014",""
"s470846","w159625","1","1","2015",""
"s522876","w159627","0","1","2004",""
"s443087","w159629","0","1","2000",""
"s495533","w159632","1","0.009","2004",""
"s316229","w159637","0","0.5","2015",""
"s93912","w159638","0","0.49","1993","2012"
"s392148","w159643","1","0.51","2005",""
"s40549","w159657","1","0.095","2014",""
"s106871","w159658","0","1","2011",""
"s238995","w159661","1","0.5","2006",""
"s523907","w159662","0","0.05","2004",""
"s65559","w159667","1","0.6","2003",""
"s244504","w159671","1","0.95","2014",""
"s451356","w159673","0","0.08","2009",""
"s54072","w159675","0","0.08","1994",""
"s296252","w159678","0","0.419","1996","2004"
"s104126","w159680","0","0.609","2001",""
"s310497","w159680","0","0.127","2001",""
"s452696","w159681","0","0.638","1996","2010"
"s376528","w159691","0","0.9","2000",""
"s174735","w159692","0","0.1","2010",""
"s59294","w159695","0","0.88","2007",""
"s252323","w159699","0","0.35","2003","2008"
"s456766","w159703","0","0.4","2013",""
"s443562","w159704","0","1","2014",""
"s457847","w159713","1","0.5","2012",""
"s501059","w159714","1","0.003","2015",""
"s230956","w159715","1","0.333","2005",""
"s440283","w159716","1","1","1996",""
"s406370","w159718","0","1","2010",""
"s451037","w159719","1","0.75","2006","2007"
"s518194","w159721","1","0.1","2006",""
"s473228","w159731","0","0.2","2013",""
"s464650","w159731","0","0.5","2013",""
"s36569","w159731","0","0.3","2013",""
"s56882","w159734","1","0.5","2015",""
"s223046","w159738","0","1","2013",""
"s509564","w159739","1","0.5","2014",""
"s64477","w159740","0","0.058","2003",""
"s206655","w159743","1","0.191","2014",""
"s18153","w159744","0","0.978","2004",""
"s284244","w159747","0","0.49","2005","2010"
"s127596","w159749","1","0.65","2003","2007"
"s418549","w159751","1","0.5","2015",""
"s482290","w159760","0","0.35","2010",""
"s277927","w159760","0","0.65","2010",""
"s289443","w159761","0","0.51","2001","2005"
"s224002","w159762","0","1","2007",""
"s506269","w159766","0","0.024","2002","2003"
"s91044","w159770","1","1","1987",""
"s50242","w159772","0","1","1999",""
"s85062","w159778","0","0.35","1997",""
"s397138","w159779","0","0.7","2006",""
"s468382","w159780","0","0.032","2014",""
"s54353","w159787","1","0.65","2013",""
"s506188","w159788","0","0.102","2015",""
"s66123","w159789","0","1","2010",""
"s181041","w159792","0","1","2005",""
"s242599","w159794","0","0.6","2009",""
"s289961","w159795","0","0.31","2003",""
"s522107","w159801","0","0.1","2012",""
"s396965","w159802","1","1","2011","2014"
"s24657","w159804","1","0.3","2014",""
"s163646","w159806","0","0.08","2012",""
"s352057","w159814","1","0.42","2012",""
"s409040","w159814","1","0.5","2012",""
"s484753","w159815","0","0.1","2014",""
"s98923","w159818","1","0.949","2009",""
"s356347","w159827","1","0.091","1994",""
"s256308","w159832","0","0.006","2013",""
"s399330","w159833","1","1","2006",""
"s97154","w159836","1","0.333","2013",""
"s4771","w159838","1","0.1","2012",""
"s88600","w159844","0","0.6","2013",""
"s41640","w159847","0","0.25","2015",""
"s3319","w159851","0","1","1997",""
"s362478","w159852","0","1","2008",""
"s256989","w159856","1","1","2009",""
"s379771","w159862","1","0.192","2013",""
"s402434","w159862","1","0.095","2013",""
"s397721","w159862","1","0.012","2013",""
"s506269","w159866","1","1","1993",""
"s511553","w159867","1","0.4","1998",""
"s212337","w159870","0","1","2015",""
"s255971","w159871","1","1","1994",""
"s72608","w159876","0","0.15","2011",""
"s234510","w159878","0","0.6","2001",""
"s107731","w159879","1","1","2011",""
"s326032","w159881","0","0.9","2015",""
"s160396","w159882","1","0.374","2015",""
"s187762","w159883","0","1","1996",""
"s379771","w159886","1","0.1","2006",""
"s270846","w159888","0","0.35","2013",""
"s369979","w159889","0","1","1992",""
"s305861","w159890","0","0.99","2012",""
"s7870","w159896","1","0.4","2000",""
"s159440","w159898","0","0.01","2015",""
"s512159","w159900","1","1","2015",""
"s412865","w159907","1","1","2004",""
"s331160","w159908","1","0.5","2013",""
"s262149","w159909","0","1","2011",""
"s381470","w159913","0","0.15","2007",""
"s347241","w159914","1","0.85","1993",""
"s217639","w159915","1","0.5","1998","2010"
"s65437","w159919","0","0.06","2012",""
"s384964","w159923","1","0.2","2014",""
"s281742","w159925","0","1","2015",""
"s379941","w159929","0","0.8","2010",""
"s300473","w159936","1","0.083","2001",""
"s203221","w159940","1","1","2010",""
"s508453","w159941","0","1","2006",""
"s216091","w159944","1","0.2","2006",""
"s11090","w159946","1","0.9","2009",""
"s126998","w159950","1","1","2012",""
"s388790","w159951","1","0.8","2011",""
"s24162","w159959","1","1","2003",""
"s495522","w159961","1","0.8","2007","2012"
"s252275","w159967","0","1","2010",""
"s20414","w159969","1","0.2","2004",""
"s322190","w159975","1","1","2008",""
"s189235","w159981","1","0.8","2002","2013"
"s185443","w159985","0","0.3","2002","2007"
"s303120","w159987","0","1","2014",""
"s101270","w159988","1","1","2010",""
"s399123","w160001","1","0.35","2015",""
"s344494","w160003","0","0.9","2011",""
"s180281","w160011","0","0.36","2002",""
"s186737","w160022","0","0.196","2010",""
"s481194","w160025","1","0.95","2013",""
"s399927","w160032","0","0.2","2011",""
"s165182","w160032","0","0.15","2011",""
"s424077","w160033","0","0.01","2014",""
"s119556","w160037","1","0.775","1997","2008"
"s30976","w160045","0","1","1980",""
"s356786","w160046","1","0.25","2014",""
"s277150","w160047","0","0.97","2008",""
"s516567","w160058","0","0.01","2015",""
"s231786","w160059","0","1","2006",""
"s267767","w160065","1","1","2004","2011"
"s187300","w160068","1","0.6","1997",""
"s216605","w160069","1","1","1989",""
"s328480","w160070","0","0.5","2012",""
"s328480","w160070","0","0.5","2012",""
"s264775","w160082","1","0.9","2009","2014"
"s194191","w160084","1","0.9","2015",""
"s61166","w160086","0","0.01","2005","2011"
"s78260","w160099","0","0.037","2007",""
"s437262","w160103","0","0","2013",""
"s514524","w160106","1","0.3","2014",""
"s221087","w160109","0","1","2011",""
"s277035","w160116","0","1","2013",""
"s424789","w160117","1","0.001","2003",""
"s75218","w160119","0","0.034","1996","2009"
"s158561","w160120","1","1","2007",""
"s507547","w160121","1","0.077","2006",""
"s211343","w160122","0","0.2","2006",""
"s274431","w160125","0","0.7","2012","2013"
"s513279","w160126","1","0.67","2000",""
"s397206","w160128","1","0.05","2015",""
"s96310","w160128","1","0.03","2015",""
"s114022","w160134","0","0.95","2015",""
"s371813","w160142","1","0.6","2015",""
"s14666","w160143","1","0.3","2013",""
"s491592","w160145","1","0.5","2014",""
"s62803","w160149","1","0.01","2014",""
"s173229","w160159","1","0.6","2006",""
"s6476","w160180","1","1","2014",""
"s488465","w160184","0","1","2004","2012"
"s460858","w160185","0","0.25","2015",""
"s185443","w160186","1","0.51","2009","2011"
"s28009","w160190","0","0.9","2014",""
"s181288","w160193","1","0.8","2003","2010"
"s483936","w160196","0","0.68","2012",""
"s330415","w160198","0","0.82","2014",""
"s400737","w160207","1","0.9","1985",""
"s256253","w160208","0","0.95","2010",""
"s193893","w160210","0","1","2012",""
"s81067","w160217","0","1","2012",""
"s267061","w160219","0","1","2012",""
"s183817","w160222","1","0.6","2010",""
"s358952","w160232","0","0.392","2014",""
"s495522","w160233","1","0.955","2001",""
"s392892","w160237","0","0","2013",""
"s464008","w160239","1","0.21","2007",""
"s422674","w160240","0","0.6","2011",""
"s356817","w160245","1","0.5","2009",""
"s125613","w160247","1","0.333","2004",""
"s495107","w160247","1","0.333","2004",""
"s425587","w160248","1","0.1","2015",""
"s91314","w160248","1","0.325","2015",""
"s474418","w160252","0","0.011","2002",""
"s216671","w160255","1","0.333","2005",""
"s411114","w160256","0","0.143","2001",""
"s507158","w160261","0","0.8","2014",""
"s491998","w160263","1","0.25","2008",""
"s191659","w160263","1","0.25","2008",""
"s506294","w160265","0","0.5","2010",""
"s506294","w160265","0","0.5","2010",""
"s271878","w160266","1","0.333","2008",""
"s310991","w160270","1","0.5","2014",""
"s47761","w160271","0","1","2015",""
"s270829","w160274","0","0.513","2008",""
"s208310","w160275","1","0.5","2009",""
"s432082","w160277","1","0.15","2009",""
"s451266","w160278","1","0.4","2008",""
"s496929","w160281","1","1","2014",""
"s159877","w160283","1","0.5","1999",""
"s406370","w160286","0","1","2008",""
"s410696","w160289","1","1","2012",""
"s385371","w160291","0","1","1994","2008"
"s319806","w160292","0","0.25","2007",""
"s350732","w160296","0","0.003","2012","2014"
"s315652","w160300","1","0.7","2009","2015"
"s379423","w160301","0","1","2003",""
"s349062","w160304","1","0.975","2008",""
"s518545","w160307","1","0.546","2008",""
"s337539","w160307","1","0.154","2008",""
"s40813","w160311","0","0.2","2011",""
"s202169","w160316","0","1","2003",""
"s33484","w160325","0","1","2010","2011"
"s147927","w160327","1","0.993","1996","2012"
"s245628","w160335","1","1","1987",""
"s109826","w160338","1","0.5","2014",""
"s42641","w160341","1","0.1","2015",""
"s351507","w160344","0","1","2006",""
"s123130","w160346","0","0.75","1998","2005"
"s262666","w160347","0","0.44","2013",""
"s254846","w160347","0","0.05","2013",""
"s507327","w160357","0","0.5","2012",""
"s498300","w160360","0","0.51","2013",""
"s235207","w160360","0","0.15","2013",""
"s350699","w160364","0","0.025","1998",""
"s479642","w160371","0","0.36","2012",""
"s338377","w160372","1","0.34","2009",""
"s211353","w160374","0","0.05","2015",""
"s344260","w160378","0","0.8","2015",""
"s40817","w160379","0","1","2005","2006"
"s231011","w160381","1","0.3","2004",""
"s346094","w160382","1","1","2009",""
"s381558","w160384","0","0.4","2014",""
"s160053","w160387","1","0.5","2012",""
"s262096","w160391","1","1","2015",""
"s388989","w160394","1","1","2013","2014"
"s424789","w160396","0","0.008","1997","2001"
"s258781","w160397","0","0.204","2007",""
"s397983","w160399","0","0","2014",""
"s111550","w160400","0","0.143","2013",""
"s306484","w160406","1","1","2010","2014"
"s352057","w160407","1","0.99","2007","2009"
"s392963","w160408","1","0.2","2015",""
"s519091","w160416","0","0.92","2003",""
"s497505","w160421","1","0.7","2001",""
"s225461","w160422","0","1","2007",""
"s345828","w160423","1","0.7","2002","2007"
"s509677","w160424","0","0.056","2011",""
"s193220","w160428","0","1","2011",""
"s66863","w160429","0","0.4","2014",""
"s249312","w160430","0","0.33","2000","2013"
"s499809","w160433","1","0.529","1995","2010"
"s146790","w160434","1","0.1","2012",""
"s307167","w160436","1","0.52","2014",""
"s409040","w160439","0","0.8","2011",""
"s320148","w160442","1","1","2006",""
"s164854","w160443","0","0.55","2013",""
"s221038","w160447","0","1","2012",""
"s488415","w160458","0","0.01","2012",""
"s336749","w160480","1","1","1984",""
"s374174","w160483","1","0.3","2012",""
"s285314","w160490","0","0.889","2014",""
"s117909","w160492","1","1","1996",""
"s456270","w160494","1","0.51","2003",""
"s130809","w160496","0","0.02","2014",""
"s60163","w160497","0","0.16","2008",""
"s134063","w160498","1","1","2004",""
"s429509","w160499","1","0.091","2002",""
"s456641","w160500","1","1","1996","2008"
"s262605","w160501","1","1","2015",""
"s233526","w160505","1","0.25","2015",""
"s523795","w160505","1","0.25","2015",""
"s190993","w160505","1","0.25","2015",""
"s142758","w160509","0","0.052","1991",""
"s79742","w160510","0","0.2","2004",""
"s211277","w160512","0","0.5","2011",""
"s384046","w160514","1","0.98","2012",""
"s281340","w160516","0","1","2014",""
"s507805","w160517","1","0.92","2006",""
"s148491","w160518","1","0.65","2014",""
"s168701","w160518","1","0.1","2014",""
"s90138","w160524","1","0.999","2012",""
"s90138","w160524","1","0","2012",""
"s36730","w160527","1","1","2011",""
"s173451","w160531","0","0.175","2011",""
"s23453","w160535","1","0.5","2007",""
"s101986","w160536","1","0.21","2014",""
"s280643","w160540","1","1","1992","2011"
"s523361","w160542","1","0.5","2014",""
"s392892","w160544","1","1","2007",""
"s296412","w160545","0","0.1","2004","2006"
"s129762","w160546","1","0.2","2009",""
"s497722","w160553","1","0.1","2013",""
"s290516","w160554","0","0.65","2006","2010"
"s175206","w160558","0","1","2012","2013"
"s225220","w160565","1","1","2013",""
"s141366","w160567","1","0.012","2013",""
"s354898","w160571","0","0.6","1991",""
"s272546","w160572","1","0.5","2007",""
"s4780","w160574","0","0.5","2005",""
"s65559","w160576","0","0.5","2011",""
"s199185","w160576","0","0.5","2011",""
"s521155","w160581","0","0.2","2015",""
"s141325","w160588","0","1","2009",""
"s91044","w160590","1","0.092","2000","2012"
"s90293","w160591","1","0.49","2007","2015"
"s369020","w160604","1","0.55","2008",""
"s96965","w160610","0","0.7","2010",""
"s83077","w160615","1","1","1992",""
"s96809","w160618","1","0.3","2015",""
"s509139","w160620","1","0.9","2012",""
"s58485","w160628","1","0.775","2003","2011"
"s386196","w160630","0","0.111","2013",""
"s32008","w160633","0","0","2009",""
"s524837","w160638","0","0.2","2015",""
"s505172","w160641","0","0.6","2012",""
"s163710","w160642","1","1","2000","2011"
"s340163","w160651","0","0.167","2012",""
"s370387","w160652","0","0.05","2006",""
"s289544","w160655","1","0.05","2008","2013"
"s164671","w160657","0","0.024","1997",""
"s65218","w160661","1","1","2014",""
"s38703","w160662","0","0.2","2011","2014"
"s212280","w160669","1","0.25","2006",""
"s354010","w160674","0","0.333","2004",""
"s244862","w160682","0","0.077","2015",""
"s10127","w160685","1","0.048","2012",""
"s524443","w160699","1","1","2001",""
"s335660","w160706","1","0.98","2011",""
"s6555","w160712","1","1","2003",""
"s90293","w160714","1","0.4","2003","2008"
"s318291","w160715","0","0.236","1998",""
"s40999","w160723","0","0.057","2006",""
"s14002","w160732","1","1","2013",""
"s479405","w160740","1","0.5","2008",""
"s526172","w160750","1","0.5","1994",""
"s139814","w160752","0","0.51","2015",""
"s59294","w160754","0","0.999","2008",""
"s120136","w160755","1","0.566","2015",""
"s220690","w160767","0","0.51","2015",""
"s230934","w160772","0","0.041","2011",""
"s198860","w160775","1","0.36","2008","2010"
"s351814","w160781","1","0.091","2011",""
"s333422","w160784","1","0.9","2006","2010"
"s66186","w160785","0","0.03","1998",""
"s147666","w160789","0","0.5","2007",""
"s502716","w160794","0","0.35","2010",""
"s99567","w160795","0","1","2014",""
"s234792","w160805","1","0.4","2003",""
"s307468","w160811","0","0.163","2014",""
"s187734","w160812","1","0.5","2015",""
"s177845","w160814","1","0.5","2008",""
"s118326","w160815","1","0.55","2010",""
"s30374","w160816","1","1","2009",""
"s197320","w160817","1","0.9","2011",""
"s373847","w160819","1","1","1983","2007"
"s501904","w160826","1","0.5","2015",""
"s10832","w160832","1","0.2","2001","2009"
"s60163","w160833","0","0.2","2005",""
"s138199","w160834","0","1","2015",""
"s146113","w160838","0","0.095","2000",""
"s145374","w160838","0","0.09","2000",""
"s247590","w160838","0","0.072","2000",""
"s82844","w160839","1","0.1","1984","2008"
"s92265","w160840","1","0.5","2008",""
"s443699","w160844","0","0.75","2014",""
"s25457","w160845","0","0.6","2001","2008"
"s383311","w160847","0","0.333","2015",""
"s421815","w160849","1","1","2008",""
"s151379","w160857","1","0.158","2006",""
"s192021","w160859","0","1","2009","2010"
"s449241","w160862","1","0.94","2005","2011"
"s336443","w160863","0","1","2014",""
"s143081","w160866","1","0.67","2007",""
"s151394","w160868","0","0.1","2015",""
"s86168","w160869","1","0.53","1999","2008"
"s445537","w160881","1","0.51","2014",""
"s226153","w160884","0","0.5","2011",""
"s345801","w160885","1","1","2012","2013"
"s297143","w160887","0","0.045","2014",""
"s243049","w160887","0","0.045","2014",""
"s141339","w160888","0","0.847","1993","2002"
"s502720","w160893","0","0.333","2006",""
"s416461","w160894","0","1","2012",""
"s275855","w160895","1","1","2000",""
"s384964","w160899","1","0.015","2015",""
"s393807","w160902","0","1","2002",""
"s234632","w160907","1","0.232","2010",""
"s440492","w160908","1","1","2015",""
"s367218","w160917","1","0.333","2001",""
"s333043","w160921","0","1","1988",""
"s12701","w160928","0","1","2014",""
"s150608","w160929","1","0.125","2012",""
"s366768","w160931","1","0.65","2008","2011"
"s318020","w160935","0","0.014","2013",""
"s256308","w160935","0","0.01","2013",""
"s230201","w160936","1","1","1995",""
"s175206","w160937","0","1","2011",""
"s88197","w160938","1","1","2015",""
"s375317","w160945","1","0.6","2006","2011"
"s10075","w160947","0","1","2014",""
"s404599","w160948","0","0.51","2007",""
"s446521","w160952","1","0.2","2004",""
"s70477","w160953","0","0.31","2013",""
"s37840","w160955","0","0.51","2008",""
"s325082","w160956","0","0.525","1994","2001"
"s77490","w160957","0","1","2010",""
"s47761","w160960","1","1","2010",""
"s54978","w160961","1","0.967","2015",""
"s62076","w160966","0","0.6","2010",""
"s353873","w160975","1","0.4","2011",""
"s277645","w160978","1","1","1998",""
"s81589","w160979","1","0.4","2014",""
"s520726","w160984","0","1","2015",""
"s34518","w160987","0","0.45","2015",""
"s264369","w160989","0","0.001","2009",""
"s133632","w160989","0","0.489","2009",""
"s489737","w160992","0","0.95","2009","2014"
"s207229","w160993","1","0.01","2013",""
"s207337","w160998","1","0.4","2012",""
"s282950","w161002","1","1","2004",""
"s398369","w161007","1","1","2003","2007"
"s472829","w161009","1","0.7","2007",""
"s421316","w161012","0","1","2010","2011"
"s71844","w161014","0","0.51","1992",""
"s498783","w161018","1","0.15","1994",""
"s230934","w161020","0","0.6","2013",""
"s347241","w161020","0","0.4","2013",""
"s508323","w161023","0","0.196","2013",""
"s334885","w161024","0","0.75","2009",""
"s167526","w161032","1","0.8","2012","2014"
"s32605","w161034","1","1","2001","2011"
"s424789","w161035","1","1","1987",""
"s392308","w161042","0","0.997","2013",""
"s283151","w161043","0","0.8","2011",""
"s434030","w161048","1","0.035","1997",""
"s411849","w161050","1","0.25","2010",""
"s396128","w161053","1","0.05","2009","2014"
"s289496","w161055","0","0.05","2011",""
"s129143","w161057","1","1","2009",""
"s78095","w161058","0","1","2003",""
"s395143","w161059","1","1","1994",""
"s479014","w161060","1","1","2011",""
"s299420","w161061","0","1","2015",""
"s144540","w161063","1","1","1994","2007"
"s144306","w161072","0","0.8","2015",""
"s293757","w161076","0","1","1997","2004"
"s161207","w161077","1","0.2","2001","2007"
"s341031","w161083","1","0.2","2014",""
"s420876","w161086","1","0.1","2013",""
"s465047","w161087","0","0.5","2007",""
"s252275","w161091","0","1","2008",""
"s92265","w161093","1","1","2000",""
"s40817","w161095","1","0","1993",""
"s361949","w161098","1","0.5","1999",""
"s491574","w161099","1","0.5","2010",""
"s297143","w161100","0","0.664","2004",""
"s510831","w161101","0","0.2","2015",""
"s175206","w161123","0","0.81","2009",""
"s385465","w161125","0","0.5","2014",""
"s92697","w161126","1","0.6","2001",""
"s279947","w161126","1","0.4","2001",""
"s63848","w161129","0","0.7","2008",""
"s322496","w161130","0","0.333","1985","1998"
"s324069","w161141","0","1","2015",""
"s235128","w161142","1","1","2006",""
"s230097","w161146","1","0.3","2005","2008"
"s343275","w161152","0","0.91","2015",""
"s341199","w161155","0","0.998","2012",""
"s100613","w161162","0","0.1","2001","2009"
"s517845","w161164","1","0.2","2006",""
"s514506","w161166","0","1","2011",""
"s482484","w161172","1","1","1993",""
"s279947","w161181","1","0.94","2011",""
"s343237","w161185","0","1","2014",""
"s171262","w161186","1","1","2015",""
"s92265","w161187","1","0.8","1999","2011"
"s395354","w161188","1","1","2002",""
"s175455","w161196","1","0.45","2013",""
"s203045","w161197","0","0.25","2015",""
"s200518","w161198","1","1","2001",""
"s61624","w161202","1","0.25","2002",""
"s141107","w161203","1","0.025","2015",""
"s265306","w161206","0","0.51","2014",""
"s463397","w161207","0","0.1","2011",""
"s18153","w161208","1","1","1964",""
"s7927","w161210","1","1","1988",""
"s91430","w161212","1","1","2008",""
"s210677","w161220","1","0.5","2011","2015"
"s90138","w161227","0","0.019","1997",""
"s516803","w161230","0","0.5","2004","2011"
"s420761","w161233","0","0.114","2014",""
"s473380","w161234","1","0.98","2010",""
"s23662","w161244","0","1","1990",""
"s522362","w161246","0","0.51","2008",""
"s317842","w161247","0","0.04","2011",""
"s338749","w161253","0","0.6","2010",""
"s18795","w161267","0","0.122","2013",""
"s173128","w161268","0","1","2009","2014"
"s205913","w161277","0","0.58","1996",""
"s20416","w161282","0","0.1","2010","2012"
"s393807","w161286","0","1","1993",""
"s216043","w161287","1","0.51","1999",""
"s509068","w161301","0","0.2","2013",""
"s467397","w161302","1","0.2","2010",""
"s63689","w161304","1","1","2008",""
"s358225","w161307","0","0.03","2013",""
"s489871","w161308","1","0.48","2015",""
"s17687","w161309","1","0.85","2005",""
"s248943","w161310","0","0.3","2013",""
"s106738","w161311","1","1","2013",""
"s184184","w161314","1","0.2","2004",""
"s28508","w161319","0","0.5","2008",""
"s384081","w161320","1","1","1984","2008"
"s231663","w161328","1","0.01","2005",""
"s422632","w161328","1","0.057","2005",""
"s504322","w161328","1","0.051","2005",""
"s97616","w161328","1","0.049","2005",""
"s229183","w161328","1","0.049","2005",""
"s133807","w161328","1","0.104","2005",""
"s306378","w161329","0","0.167","2015",""
"s158051","w161331","0","0.6","1996","1999"
"s494462","w161332","0","0.51","2015",""
"s309335","w161335","0","0.032","2009",""
"s511733","w161338","0","0.4","2013",""
"s356176","w161344","0","1","2015",""
"s169925","w161346","1","1","1985","2014"
"s278279","w161350","0","0.5","2015",""
"s233533","w161352","1","1","2012",""
"s512019","w161356","0","1","1996",""
"s384227","w161360","0","0.037","1993",""
"s296252","w161360","0","0.074","1993",""
"s219646","w161361","0","1","2015",""
"s508453","w161366","1","1","1994",""
"s362683","w161367","0","0.51","2015",""
"s508101","w161370","1","1","2015",""
"s489871","w161385","0","0.8","2009","2011"
"s109785","w161393","0","0.467","2012",""
"s71448","w161396","1","0.5","2008",""
"s329987","w161397","0","1","2015",""
"s75860","w161399","1","0.509","2015",""
"s40817","w161401","1","1","2000",""
"s266419","w161403","1","0.5","2013",""
"s137420","w161407","1","0.4","2013",""
"s171319","w161410","0","1","2015",""
"s500986","w161412","0","1","2015",""
"s297481","w161417","0","0.99","2013",""
"s167430","w161420","1","0","1998",""
"s161379","w161422","0","0.5","2001","2009"
"s86582","w161424","1","0.25","2001","2008"
"s359726","w161427","0","0.51","2010",""
"s275525","w161438","1","1","2007",""
"s82447","w161439","0","1","2010",""
"s36126","w161443","0","0.1","2009","2013"
"s413988","w161445","1","0.15","2004",""
"s132456","w161448","1","1","2012",""
"s5410","w161451","1","0.93","2006",""
"s357802","w161456","0","0.2","2012",""
"s121021","w161458","1","0.75","2013",""
"s523704","w161460","1","0.5","2002",""
"s273669","w161466","1","0.6","2013",""
"s256308","w161467","0","0.009","2013",""
"s332831","w161473","0","0.8","2011",""
"s298748","w161476","0","1","2005","2013"
"s41750","w161480","0","1","2014",""
"s355096","w161481","1","0.149","2011",""
"s245465","w161486","0","0.333","2015",""
"s458034","w161493","1","0.55","2014",""
"s360283","w161496","0","1","2012",""
"s83416","w161497","1","0.55","2012",""
"s350732","w161498","0","0.003","2012","2014"
"s26419","w161516","1","0.15","2014",""
"s305859","w161518","1","0.995","2015",""
"s495499","w161521","0","0.7","2005","2013"
"s68751","w161532","1","0.2","2002",""
"s314077","w161536","1","0.1","2009","2012"
"s248774","w161540","1","0.99","2015",""
"s401266","w161541","1","1","2011",""
"s169318","w161545","0","0.59","2006","2013"
"s336191","w161550","1","0.225","2014",""
"s288875","w161552","0","1","2011",""
"s63873","w161553","1","1","2010",""
"s456085","w161555","0","1","2014",""
"s219287","w161558","1","0","2013",""
"s470846","w161559","0","0.048","2012",""
"s491347","w161560","1","0.98","2007","2009"
"s256308","w161564","1","0.02","2013",""
"s341729","w161566","0","0.47","2014",""
"s258630","w161570","0","1","2009",""
"s255329","w161573","0","0.49","2005",""
"s29437","w161576","1","0.8","2014",""
"s432905","w161579","1","0.6","2011","2013"
"s51198","w161579","1","0.1","2011","2013"
"s197454","w161581","0","1","1988",""
"s7961","w161584","0","1","2011",""
"s461839","w161590","0","0.18","2007",""
"s385465","w161590","0","0.82","2007",""
"s176182","w161591","1","1","1987","2007"
"s111029","w161598","1","0.7","2012",""
"s514506","w161599","0","1","2009",""
"s268952","w161601","1","0.51","1993",""
"s179324","w161607","1","1","2011",""
"s340170","w161611","1","1","2010",""
"s158397","w161623","1","0.9","2015",""
"s4390","w161628","1","1","1993","2007"
"s262096","w161631","1","0.5","2015",""
"s171835","w161633","0","0.51","2014",""
"s140513","w161637","0","1","2015",""
"s89488","w161641","0","0.3","2013",""
"s3587","w161642","0","1","2008",""
"s115722","w161646","1","0.2","2005","2008"
"s90138","w161647","1","0.001","2012",""
"s101494","w161647","1","0.999","2012",""
"s187401","w161648","0","0.6","2013",""
"s343126","w161649","0","1","2014",""
"s139946","w161661","1","0.1","2006",""
"s154646","w161664","1","1","2015",""
"s98545","w161666","1","0.5","2012",""
"s430564","w161666","1","0.5","2012",""
"s171319","w161669","0","1","2011",""
"s313027","w161670","0","0.1","2015",""
"s369571","w161671","0","0.2","2008",""
"s490445","w161672","0","0","2015",""
"s349507","w161673","1","0.2","2011",""
"s504352","w161676","1","0.167","2003",""
"s343734","w161677","0","0.3","2014",""
"s517168","w161683","1","0.048","2014",""
"s212337","w161690","0","1","2015",""
"s190993","w161693","1","0.05","2014",""
