EID,TARGET,ENDDATE
"s79674",0,""
"s79675",0,""
"s79676",0,""
"s79677",0,""
"s79678",0,""
"s79681",0,""
"s79684",0,""
"s79691",0,""
"s79694",1,"201707"
"s79695",0,""
"s7970",1,"201706"
"s79706",0,""
"s79712",1,"201707"
"s79719",0,""
"s79722",0,""
"s79724",0,""
"s79728",0,""
"s79730",1,"201611"
"s79747",0,""
"s79752",0,""
"s79756",0,""
"s79763",0,""
"s79769",0,""
"s79778",0,""
"s79779",1,"201509"
"s7978",0,""
"s79784",0,""
"s79793",0,""
"s79799",0,""
"s798",0,""
"s79802",0,""
"s79805",1,"201601"
"s79807",0,""
"s79809",0,""
"s7981",0,""
"s79813",0,""
"s79818",0,""
"s79819",0,""
"s79822",0,""
"s79824",0,""
"s79826",0,""
"s79834",0,""
"s79861",0,""
"s79862",0,""
"s79864",0,""
"s7987",0,""
"s79875",0,""
"s79878",0,""
"s79886",0,""
"s79890",0,""
"s79892",0,""
"s79894",0,""
"s79905",0,""
"s79906",0,""
"s79910",0,""
"s79926",0,""
"s79932",0,""
"s79936",0,""
"s79938",0,""
"s79941",0,""
"s79942",0,""
"s79958",0,""
"s79960",1,"201704"
"s79961",0,""
"s79962",1,"201607"
"s79972",0,""
"s79974",0,""
"s79976",0,""
"s79985",0,""
"s7999",0,""
"s79998",0,""
"s8",0,""
"s80",0,""
"s8000",1,"201707"
"s80000",0,""
"s80008",0,""
"s80010",0,""
"s80014",0,""
"s80016",0,""
"s80017",0,""
"s80019",0,""
"s80022",0,""
"s80029",0,""
"s80036",0,""
"s80039",0,""
"s80042",0,""
"s80043",0,""
"s80050",0,""
"s80052",0,""
"s80054",0,""
"s80058",0,""
"s80068",1,"201509"
"s80076",0,""
"s80080",0,""
"s80085",0,""
"s80086",0,""
"s8009",0,""
"s80090",0,""
"s801",0,""
"s80101",0,""
"s80104",0,""
"s80108",0,""
"s80120",1,"201605"
"s80125",0,""
"s80128",1,"201607"
"s80129",0,""
"s8013",0,""
"s80134",0,""
"s80136",1,"201601"
"s80141",0,""
"s80143",0,""
"s80145",0,""
"s80147",0,""
"s80148",1,"201607"
"s8015",0,""
"s80151",0,""
"s80156",0,""
"s8016",0,""
"s80169",0,""
"s80171",1,"201606"
"s80177",1,"201607"
"s80179",0,""
"s8018",1,"201607"
"s80183",0,""
"s80190",0,""
"s80195",0,""
"s80196",1,"201602"
"s80198",0,""
"s80199",0,""
"s802",0,""
"s8020",0,""
"s80200",0,""
"s80201",0,""
"s80205",0,""
"s80222",0,""
"s80226",0,""
"s80232",0,""
"s80240",0,""
"s80243",1,"201607"
"s80253",1,"201607"
"s80260",0,""
"s80261",0,""
"s80262",1,"201607"
"s80263",1,"201701"
"s80266",0,""
"s80273",0,""
"s80279",0,""
"s80280",0,""
"s80281",0,""
"s80285",0,""
"s80287",0,""
"s80293",0,""
"s80298",0,""
"s80302",0,""
"s80304",0,""
"s80313",0,""
"s80314",0,""
"s80315",0,""
"s80321",0,""
"s8033",0,""
"s80333",0,""
"s80337",0,""
"s80341",1,"201612"
"s80343",0,""
"s80350",0,""
"s80355",1,"201607"
"s80356",0,""
"s80362",1,"201607"
"s80366",0,""
"s80385",0,""
"s80388",0,""
"s80393",1,"201611"
"s80395",0,""
"s80397",0,""
"s804",0,""
"s80401",0,""
"s80407",0,""
"s80412",0,""
"s80417",0,""
"s80422",1,"201612"
"s80425",0,""
"s80427",0,""
"s80428",0,""
"s80432",0,""
"s8044",0,""
"s80442",1,"201510"
"s80456",1,"201611"
"s80464",1,"201707"
"s80468",0,""
"s80472",0,""
"s80473",0,""
"s80476",0,""
"s80484",0,""
"s80486",0,""
"s80494",1,"201706"
"s80495",0,""
"s80496",0,""
"s80499",0,""
"s805",0,""
"s80505",0,""
"s8051",0,""
"s80510",1,"201512"
"s80524",0,""
"s80528",1,"201512"
"s80531",0,""
"s80534",0,""
"s80535",0,""
"s80540",0,""
"s80542",0,""
"s80546",0,""
"s80557",0,""
"s80558",0,""
"s8056",0,""
"s80561",0,""
"s80564",1,"201607"
"s80565",0,""
"s80566",0,""
"s80567",0,""
"s80568",0,""
"s80571",0,""
"s80574",0,""
"s80575",0,""
"s80577",0,""
"s80579",0,""
"s80586",1,"201607"
"s80588",0,""
"s8059",0,""
"s80590",0,""
"s80592",1,"201611"
"s806",0,""
"s80610",0,""
"s80615",1,"201612"
"s80619",0,""
"s8062",0,""
"s80625",0,""
"s80632",0,""
"s80638",0,""
"s80639",0,""
"s80647",0,""
"s80650",0,""
"s80652",0,""
"s80656",0,""
"s80664",0,""
"s80668",0,""
"s80674",0,""
"s80675",0,""
"s80676",0,""
"s80677",0,""
"s80678",1,"201604"
"s80682",0,""
"s80695",1,"201702"
"s807",0,""
"s80701",0,""
"s80702",0,""
"s80706",0,""
"s80707",0,""
"s80713",1,"201705"
"s80717",1,"201607"
"s80719",0,""
"s80720",0,""
"s80731",0,""
"s80738",0,""
"s80739",1,"201612"
"s80743",0,""
"s80745",0,""
"s80747",1,"201607"
"s8075",0,""
"s80759",0,""
"s8076",0,""
"s80760",0,""
"s80765",0,""
"s80769",0,""
"s80779",0,""
"s80781",1,"201512"
"s80782",0,""
"s80789",0,""
"s80792",0,""
"s80793",0,""
"s80795",0,""
"s8080",0,""
"s80804",0,""
"s80807",1,"201708"
"s80809",0,""
"s8081",1,"201703"
"s80810",0,""
"s80816",0,""
"s80818",0,""
"s80822",0,""
"s80828",0,""
"s8083",0,""
"s80831",0,""
"s80836",0,""
"s80845",0,""
"s80846",0,""
"s80847",1,"201707"
"s80848",1,"201607"
"s80850",0,""
"s8086",0,""
"s80865",0,""
"s80870",0,""
"s80872",0,""
"s80883",0,""
"s80886",0,""
"s8089",1,"201607"
"s80895",0,""
"s80897",0,""
"s80899",0,""
"s80903",0,""
"s80908",1,"201603"
"s80924",0,""
"s80925",0,""
"s80930",0,""
"s80937",0,""
"s80943",0,""
"s80948",0,""
"s80949",0,""
"s80957",0,""
"s80958",0,""
"s80962",0,""
"s80964",0,""
"s80965",0,""
"s80967",0,""
"s80969",0,""
"s80976",0,""
"s8098",0,""
"s80988",0,""
"s80990",0,""
"s80996",0,""
"s80997",0,""
"s80999",0,""
"s81005",0,""
"s81010",0,""
"s81018",1,"201607"
"s81021",0,""
"s81025",0,""
"s81026",0,""
"s81030",0,""
"s81032",0,""
"s81037",0,""
"s81043",0,""
"s81046",0,""
"s81051",0,""
"s81054",0,""
"s81057",0,""
"s8106",1,"201612"
"s81060",0,""
"s81063",0,""
"s81079",1,"201509"
"s8108",0,""
"s81105",0,""
"s81107",0,""
"s81110",0,""
"s81111",0,""
"s81114",0,""
"s81123",0,""
"s81124",0,""
"s81126",0,""
"s81127",0,""
"s81130",0,""
"s81137",0,""
"s81139",1,"201609"
"s81143",0,""
"s81145",0,""
"s81169",0,""
"s81175",0,""
"s81177",0,""
"s81181",0,""
"s81191",0,""
"s81195",0,""
"s81198",0,""
"s81199",0,""
"s8120",0,""
"s81200",1,"201605"
"s81201",0,""
"s81214",0,""
"s81216",0,""
"s81217",0,""
"s81221",0,""
"s81227",0,""
"s81230",1,"201509"
"s81231",0,""
"s81235",1,"201607"
"s81237",0,""
"s81242",0,""
"s81244",0,""
"s81254",1,"201703"
"s81256",0,""
"s81258",0,""
"s81261",0,""
"s81266",0,""
"s81269",0,""
"s8127",0,""
"s81279",0,""
"s81280",0,""
"s81287",0,""
"s81288",0,""
"s8129",0,""
"s81291",0,""
"s81293",0,""
"s81297",0,""
"s81301",0,""
"s81305",0,""
"s81308",0,""
"s81323",0,""
"s81328",0,""
"s81329",0,""
"s81330",0,""
"s81331",0,""
"s81334",1,"201611"
"s81336",0,""
"s81338",0,""
"s81341",0,""
"s81347",1,"201607"
"s81349",0,""
"s81352",0,""
"s81357",0,""
"s8136",0,""
"s81360",0,""
"s81361",0,""
"s81363",0,""
"s81369",0,""
"s81373",1,"201707"
"s81376",0,""
"s8138",0,""
"s81384",0,""
"s81385",0,""
"s81400",0,""
"s81403",0,""
"s81410",0,""
"s81411",0,""
"s81413",0,""
"s81414",0,""
"s81419",1,"201607"
"s81424",0,""
"s81427",0,""
"s81430",0,""
"s81431",0,""
"s81433",0,""
"s81441",0,""
"s81445",1,"201607"
"s81446",0,""
"s81447",0,""
"s81448",0,""
"s81450",0,""
"s81454",0,""
"s81456",1,"201610"
"s81462",1,"201707"
"s81466",1,"201607"
"s81474",0,""
"s81477",0,""
"s81481",0,""
"s81483",0,""
"s81487",0,""
"s81489",0,""
"s81495",0,""
"s81496",0,""
"s81497",0,""
"s81504",0,""
"s81509",0,""
"s81516",0,""
"s8152",0,""
"s81522",0,""
"s81526",0,""
"s81536",0,""
"s81537",0,""
"s81552",1,"201510"
"s81555",0,""
"s81558",0,""
"s81559",0,""
"s8156",0,""
"s81563",1,"201610"
"s81569",1,"201607"
"s81573",0,""
"s81578",0,""
"s81581",0,""
"s81589",0,""
"s81591",0,""
"s81593",0,""
"s81596",0,""
"s81603",0,""
"s81609",0,""
"s8161",0,""
"s81610",0,""
"s81613",0,""
"s81623",0,""
"s81624",0,""
"s81631",0,""
"s8164",0,""
"s81646",1,"201611"
"s81647",0,""
"s81655",0,""
"s81657",0,""
"s81658",0,""
"s8166",0,""
"s81661",0,""
"s81665",0,""
"s81672",0,""
"s81687",1,"201511"
"s81694",0,""
"s81695",0,""
"s81699",0,""
"s817",0,""
"s81700",0,""
"s81707",0,""
"s81709",0,""
"s81719",1,"201707"
"s8172",1,"201702"
"s81720",0,""
"s81722",1,"201609"
"s81724",0,""
"s81725",1,"201610"
"s81729",0,""
"s81730",0,""
"s81732",1,"201612"
"s81734",0,""
"s81736",1,"201707"
"s8174",0,""
"s81742",0,""
"s81748",0,""
"s81749",0,""
"s8176",0,""
"s81760",0,""
"s81766",0,""
"s81768",1,"201608"
"s8177",0,""
"s81773",0,""
"s81776",0,""
"s81779",0,""
"s81780",1,"201707"
"s81794",0,""
"s81796",0,""
"s81797",0,""
"s81799",0,""
"s8180",1,"201607"
"s81800",0,""
"s81801",0,""
"s81808",0,""
"s81812",0,""
"s81814",0,""
"s81816",1,"201607"
"s81827",0,""
"s81829",1,"201512"
"s81832",0,""
"s81840",0,""
"s81845",0,""
"s81851",0,""
"s81853",0,""
"s81855",0,""
"s81856",0,""
"s81868",0,""
"s8187",0,""
"s81871",0,""
"s81873",0,""
"s81875",0,""
"s81876",0,""
"s81879",0,""
"s81880",0,""
"s81882",0,""
"s81892",0,""
"s819",0,""
"s81904",0,""
"s81907",0,""
"s81910",0,""
"s81920",0,""
"s81922",0,""
"s81926",0,""
"s81931",0,""
"s81936",0,""
"s81937",0,""
"s81942",1,"201707"
"s81947",0,""
"s81949",0,""
"s81956",0,""
"s81957",0,""
"s81960",0,""
"s81961",0,""
"s81970",0,""
"s81977",0,""
"s81979",0,""
"s81980",1,"201612"
"s81981",0,""
"s81985",0,""
"s8199",0,""
"s81999",0,""
"s8200",0,""
"s82001",0,""
"s82003",0,""
"s82005",0,""
"s82014",0,""
"s82015",0,""
"s82018",1,"201606"
"s82020",0,""
"s82023",0,""
"s82024",0,""
"s82030",0,""
"s82035",0,""
"s82036",0,""
"s82038",0,""
"s82039",0,""
"s82044",0,""
"s82046",0,""
"s82051",1,"201611"
"s82055",0,""
"s82056",0,""
"s82059",0,""
"s82064",0,""
"s82066",0,""
"s82072",0,""
"s82079",0,""
"s82080",0,""
"s82089",0,""
"s8209",0,""
"s82091",0,""
"s82092",0,""
"s82093",0,""
"s82098",0,""
"s8210",0,""
"s82100",1,"201706"
"s82106",0,""
"s82108",0,""
"s8211",0,""
"s82114",1,"201511"
"s82117",0,""
"s82119",0,""
"s82121",0,""
"s82123",0,""
"s82133",0,""
"s82135",0,""
"s82137",0,""
"s82160",0,""
"s82165",0,""
"s82169",0,""
"s82170",0,""
"s82171",0,""
"s82172",1,"201612"
"s82176",0,""
"s82177",0,""
"s82178",0,""
"s82179",0,""
"s82181",0,""
"s82182",0,""
"s8220",0,""
"s82208",0,""
"s82212",0,""
"s82225",0,""
"s8223",0,""
"s82235",0,""
"s82239",0,""
"s82242",0,""
"s82243",0,""
"s82260",0,""
"s82261",0,""
"s82265",0,""
"s82267",0,""
"s82281",0,""
"s82287",0,""
"s82288",1,"201701"
"s82301",0,""
"s82303",0,""
"s82307",0,""
"s82308",0,""
"s8231",0,""
"s82313",0,""
"s82316",0,""
"s82319",0,""
"s8232",0,""
"s82321",0,""
"s82322",0,""
"s82326",0,""
"s82327",0,""
"s82328",1,"201609"
"s82329",0,""
"s82337",0,""
"s8234",0,""
"s82348",0,""
"s82354",0,""
"s82358",0,""
"s82359",0,""
"s82361",1,"201607"
"s82363",1,"201703"
"s82371",1,"201511"
"s8238",0,""
"s82380",1,"201607"
"s82388",0,""
"s82390",0,""
"s82392",0,""
"s82394",1,"201512"
"s82395",0,""
"s82401",0,""
"s82404",0,""
"s82407",1,"201607"
"s82408",0,""
"s8241",0,""
"s82412",1,"201509"
"s8243",0,""
"s82431",0,""
"s82436",1,"201611"
"s82438",0,""
"s82447",0,""
"s82448",1,"201607"
"s82451",0,""
"s82454",1,"201605"
"s82473",0,""
"s82476",0,""
"s82480",0,""
"s82483",1,"201607"
"s82487",1,"201604"
"s82488",0,""
"s82491",1,"201702"
"s82498",1,"201607"
"s82507",0,""
"s82508",0,""
"s82515",0,""
"s82522",0,""
"s82523",1,"201702"
"s8253",0,""
"s82531",0,""
"s82538",0,""
"s82539",1,"201511"
"s82543",0,""
"s82544",0,""
"s82545",0,""
"s82549",1,"201607"
"s82554",0,""
"s82556",0,""
"s82569",0,""
"s82571",0,""
"s82576",0,""
"s82578",0,""
"s82584",0,""
"s82587",0,""
"s82599",0,""
"s8260",0,""
"s82603",1,"201608"
"s82604",0,""
"s82607",1,"201607"
"s82619",0,""
"s82621",0,""
"s82625",0,""
"s8263",0,""
"s82634",0,""
"s82638",0,""
"s82639",0,""
"s8264",1,"201606"
"s82644",0,""
"s82645",0,""
"s82653",0,""
"s82659",0,""
"s8266",0,""
"s82663",0,""
"s82669",0,""
"s82671",0,""
"s82678",0,""
"s82688",0,""
"s82689",1,"201607"
"s8269",0,""
"s82692",1,"201612"
"s82695",0,""
"s82696",1,"201707"
"s82698",0,""
"s8270",0,""
"s82709",0,""
"s82711",0,""
"s82717",0,""
"s82721",0,""
"s82722",1,"201707"
"s82727",0,""
"s82730",0,""
"s82732",0,""
"s82741",1,"201611"
"s82743",0,""
"s82769",0,""
"s82774",0,""
"s82778",0,""
"s82783",0,""
"s82784",0,""
"s82785",0,""
"s82788",0,""
"s82793",1,"201605"
"s82795",0,""
"s82805",1,"201606"
"s82824",0,""
"s82826",0,""
"s8283",0,""
"s82830",0,""
"s82846",0,""
"s82848",1,"201612"
"s82851",0,""
"s82853",0,""
"s82857",1,"201703"
"s82862",0,""
"s82863",0,""
"s82871",0,""
"s82872",0,""
"s82877",0,""
"s8288",1,"201607"
"s82880",0,""
"s82883",0,""
"s8289",0,""
"s82891",0,""
"s82892",0,""
"s82895",0,""
"s82901",1,"201608"
"s82904",0,""
"s82913",0,""
"s82914",0,""
"s82915",0,""
"s82917",0,""
"s82920",0,""
"s82922",0,""
"s82925",0,""
"s82926",0,""
"s82933",0,""
"s82939",0,""
"s8294",1,"201607"
"s82940",0,""
"s82943",0,""
"s82946",1,"201610"
"s82950",0,""
"s82951",0,""
"s82954",1,"201707"
"s82958",0,""
"s82961",0,""
"s82962",0,""
"s82969",0,""
"s82970",0,""
"s82976",0,""
"s82980",0,""
"s82982",0,""
"s82988",0,""
"s82989",1,"201510"
"s82994",0,""
"s83005",1,"201512"
"s83009",0,""
"s83013",0,""
"s83021",0,""
"s83025",0,""
"s83030",0,""
"s83039",0,""
"s83041",0,""
"s83052",0,""
"s83058",0,""
"s8306",0,""
"s83064",1,"201607"
"s83068",0,""
"s83071",0,""
"s83083",0,""
"s83098",1,"201607"
"s831",0,""
"s8310",0,""
"s83100",1,"201702"
"s83106",1,"201701"
"s83107",0,""
"s83111",0,""
"s83112",0,""
"s83113",0,""
"s83117",1,"201607"
"s83120",0,""
"s83124",0,""
"s83126",0,""
"s83127",0,""
"s83130",0,""
"s83136",0,""
"s83139",1,"201607"
"s83144",0,""
"s83147",0,""
"s83150",0,""
"s83153",1,"201702"
"s83156",0,""
"s83161",0,""
"s83183",0,""
"s83188",1,"201608"
"s83190",0,""
"s83191",0,""
"s83195",1,"201705"
"s83203",0,""
"s83207",1,"201607"
"s8321",0,""
"s83213",0,""
"s83215",0,""
"s83217",0,""
"s83218",0,""
"s83229",0,""
"s83232",0,""
"s83233",0,""
"s83234",0,""
"s83237",0,""
"s83244",0,""
"s83245",0,""
"s83247",0,""
"s8325",1,"201604"
"s83251",0,""
"s83253",0,""
"s83254",1,"201612"
"s83255",1,"201612"
"s83256",0,""
"s83259",1,"201607"
"s8326",0,""
"s83260",1,"201607"
"s83265",0,""
"s83267",0,""
"s83273",0,""
"s8328",0,""
"s83282",0,""
"s83288",1,"201608"
"s833",0,""
"s8330",0,""
"s83301",0,""
"s83302",0,""
"s83306",1,"201607"
"s83309",0,""
"s83320",0,""
"s83324",0,""
"s83327",0,""
"s83331",0,""
"s83335",1,"201708"
"s83338",0,""
"s83344",0,""
"s83346",0,""
"s83354",0,""
"s83366",0,""
"s8337",0,""
"s83370",0,""
"s83374",0,""
"s83377",0,""
"s83378",0,""
"s83380",0,""
"s83389",0,""
"s83395",0,""
"s83402",0,""
"s83412",0,""
"s83414",0,""
"s83420",0,""
"s83421",0,""
"s83425",0,""
"s83430",0,""
"s83435",0,""
"s83436",1,"201608"
"s83439",0,""
"s83444",1,"201704"
"s83445",0,""
"s83450",0,""
"s83451",0,""
"s83452",0,""
"s83454",0,""
"s83464",0,""
"s83465",0,""
"s83466",1,"201607"
"s83475",1,"201606"
"s83484",0,""
"s83485",0,""
"s83487",0,""
"s83490",1,"201611"
"s83494",1,"201607"
"s83495",0,""
"s83497",0,""
"s83500",0,""
"s83510",0,""
"s83512",0,""
"s83515",0,""
"s8352",0,""
"s83521",0,""
"s83527",0,""
"s83532",0,""
"s8354",0,""
"s83540",0,""
"s83547",0,""
"s83554",0,""
"s83558",0,""
"s8356",1,"201612"
"s83564",0,""
"s83567",0,""
"s8358",0,""
"s83580",0,""
"s83586",0,""
"s83591",0,""
"s83593",1,"201612"
"s83594",0,""
"s83595",0,""
"s83598",0,""
"s83600",0,""
"s83601",0,""
"s83604",0,""
"s83607",0,""
"s8361",0,""
"s83612",1,"201610"
"s83613",0,""
"s83617",0,""
"s83622",0,""
"s83624",0,""
"s83627",1,"201601"
"s83634",0,""
"s83642",0,""
"s83645",1,"201706"
"s83647",0,""
"s83649",0,""
"s83669",0,""
"s83672",0,""
"s83673",0,""
"s8368",0,""
"s83681",1,"201707"
"s83682",0,""
"s83684",0,""
"s83685",0,""
"s83688",0,""
"s837",0,""
"s83701",0,""
"s8371",1,"201612"
"s83712",0,""
"s83713",0,""
"s83722",0,""
"s83725",0,""
"s83730",0,""
"s83734",0,""
"s83738",0,""
"s83739",1,"201608"
"s8374",0,""
"s83741",0,""
"s83745",0,""
"s83755",0,""
"s83758",0,""
"s83761",1,"201510"
"s83763",0,""
"s83765",1,"201603"
"s83775",0,""
"s83776",0,""
"s8378",0,""
"s83783",0,""
"s83784",0,""
"s83785",0,""
"s83799",0,""
"s83809",0,""
"s83810",0,""
"s83813",0,""
"s8382",0,""
"s83820",0,""
"s83835",0,""
"s83838",0,""
"s83840",0,""
"s83842",0,""
"s83846",0,""
"s83851",0,""
"s83854",0,""
"s83855",0,""
"s83861",0,""
"s83869",0,""
"s83870",0,""
"s83872",0,""
"s83875",0,""
"s83877",0,""
"s83883",0,""
"s83884",0,""
"s83886",0,""
"s83891",0,""
"s83903",0,""
"s83905",0,""
"s83907",0,""
"s8391",0,""
"s83920",0,""
"s83926",0,""
"s83927",0,""
"s83933",0,""
"s83934",0,""
"s83939",0,""
"s83948",0,""
"s83956",0,""
"s83957",0,""
"s83961",0,""
"s83963",0,""
"s83967",1,"201705"
"s83970",0,""
"s83984",0,""
"s83985",0,""
"s83989",0,""
"s83992",0,""
"s83996",1,"201605"
"s83997",0,""
"s840",0,""
"s8400",0,""
"s84002",0,""
"s84005",0,""
"s84009",0,""
"s8401",0,""
"s84010",0,""
"s84013",0,""
"s84027",0,""
"s84028",0,""
"s84031",0,""
"s84034",0,""
"s84039",0,""
"s8404",0,""
"s84040",0,""
"s84041",0,""
"s84045",1,"201705"
"s84047",0,""
"s8405",1,"201607"
"s84055",0,""
"s84062",0,""
"s84071",0,""
"s84075",0,""
"s84077",0,""
"s84078",0,""
"s84083",0,""
"s84088",0,""
"s84091",0,""
"s84096",1,"201607"
"s84099",0,""
"s84104",0,""
"s84107",0,""
"s84108",0,""
"s84110",0,""
"s84111",0,""
"s84121",0,""
"s84131",0,""
"s84132",0,""
"s84136",0,""
"s84137",0,""
"s84141",0,""
"s84149",0,""
"s8415",0,""
"s84150",0,""
"s84151",0,""
"s84157",0,""
"s84168",0,""
"s84171",0,""
"s84174",0,""
"s84184",0,""
"s84187",0,""
"s84199",0,""
"s84200",0,""
"s84202",0,""
"s84203",0,""
"s84204",0,""
"s84207",1,"201607"
"s84208",0,""
"s84219",0,""
"s84220",0,""
"s84221",0,""
"s84226",0,""
"s84228",1,"201607"
"s84230",0,""
"s84231",0,""
"s84234",0,""
"s84242",0,""
"s84245",0,""
"s84246",1,"201510"
"s84247",0,""
"s84262",0,""
"s84264",0,""
"s84265",0,""
"s84266",0,""
"s84276",0,""
"s8428",0,""
"s84284",0,""
"s84285",0,""
"s84294",0,""
"s84295",0,""
"s843",0,""
"s84301",0,""
"s84302",0,""
"s8431",0,""
"s84314",0,""
"s84321",0,""
"s84327",0,""
"s84340",0,""
"s84342",0,""
"s84346",0,""
"s84347",0,""
"s84349",0,""
"s8435",0,""
"s84362",0,""
"s84363",0,""
"s84364",0,""
"s84368",0,""
"s84375",0,""
"s84385",0,""
"s84390",0,""
"s84392",0,""
"s84393",0,""
"s84397",0,""
"s84406",0,""
"s84408",0,""
"s84409",0,""
"s8441",0,""
"s84413",0,""
"s84414",0,""
"s84415",0,""
"s84417",0,""
"s8442",0,""
"s84423",0,""
"s84427",0,""
"s84428",0,""
"s84430",0,""
"s84433",0,""
"s84437",1,"201708"
"s84447",0,""
"s84450",0,""
"s84451",1,"201605"
"s84454",1,"201606"
"s84457",0,""
"s84458",0,""
"s84459",0,""
"s84461",0,""
"s84467",0,""
"s84468",0,""
"s84469",0,""
"s84477",0,""
"s84484",0,""
"s84485",0,""
"s84486",0,""
"s84489",0,""
"s8449",0,""
"s84492",0,""
"s84493",1,"201607"
"s84497",0,""
"s84500",0,""
"s84505",0,""
"s84507",0,""
"s8451",0,""
"s84513",0,""
"s84514",0,""
"s84525",0,""
"s8453",0,""
"s84538",0,""
"s84539",0,""
"s84545",0,""
"s84548",0,""
"s8455",0,""
"s84552",0,""
"s84553",0,""
"s84556",1,"201607"
"s84557",0,""
"s84571",0,""
"s84579",0,""
"s84581",0,""
"s84582",0,""
"s84585",0,""
"s84586",0,""
"s84587",0,""
"s84590",0,""
"s84594",0,""
"s84606",0,""
"s84608",0,""
"s84610",0,""
"s84624",0,""
"s84626",1,"201607"
"s84627",0,""
"s84629",0,""
"s84632",0,""
"s84646",0,""
"s84648",0,""
"s84649",0,""
"s84650",0,""
"s84654",0,""
"s84655",0,""
"s84656",1,"201607"
"s84658",0,""
"s84659",1,"201601"
"s84664",0,""
"s8467",0,""
"s84677",1,"201607"
"s84679",0,""
"s84680",0,""
"s84682",0,""
"s84686",0,""
"s84695",0,""
"s84701",0,""
"s84708",0,""
"s84711",0,""
"s84717",0,""
"s84721",1,"201607"
"s84728",0,""
"s84730",0,""
"s84731",1,"201605"
"s84738",0,""
"s84739",0,""
"s84743",0,""
"s84746",0,""
"s84749",0,""
"s84750",0,""
"s84754",0,""
"s8476",0,""
"s84776",0,""
"s84779",1,"201607"
"s84785",0,""
"s8479",0,""
"s84795",1,"201607"
"s84801",0,""
"s84804",0,""
"s8481",0,""
"s84810",0,""
"s84811",0,""
"s84819",0,""
"s84821",1,"201707"
"s84822",0,""
"s84826",0,""
"s8483",0,""
"s84834",0,""
"s84840",0,""
"s84848",0,""
"s84851",0,""
"s84853",0,""
"s84855",1,"201707"
"s84857",0,""
"s84865",0,""
"s84866",0,""
"s84868",0,""
"s84869",0,""
"s8487",0,""
"s84873",0,""
"s84875",0,""
"s84880",1,"201607"
"s84890",0,""
"s84891",0,""
"s84897",1,"201706"
"s84898",0,""
"s84900",0,""
"s84902",0,""
"s84907",0,""
"s84908",0,""
"s84911",0,""
"s84915",0,""
"s84925",0,""
"s84926",1,"201611"
"s84932",0,""
"s84943",1,"201607"
"s84944",0,""
"s84948",0,""
"s84950",1,"201707"
"s84967",0,""
"s8497",0,""
"s84975",0,""
"s84979",0,""
"s84982",0,""
"s84984",1,"201607"
"s84996",0,""
"s84999",0,""
"s85000",0,""
"s85014",0,""
"s8502",0,""
"s85024",0,""
"s85034",0,""
"s85037",0,""
"s85046",0,""
"s85049",0,""
"s8506",0,""
"s85062",0,""
"s85074",0,""
"s85083",0,""
"s85088",0,""
"s85090",0,""
"s85096",1,"201609"
"s85099",1,"201611"
"s8510",0,""
"s85102",0,""
"s85106",0,""
"s85114",0,""
"s85119",1,"201610"
"s85123",0,""
"s85133",0,""
"s85140",0,""
"s85149",0,""
"s85152",0,""
"s85156",1,"201609"
"s85161",0,""
"s85162",1,"201612"
"s85163",0,""
"s85174",0,""
"s85180",0,""
"s85189",0,""
"s85198",0,""
"s85199",1,"201701"
"s85203",0,""
"s85205",1,"201608"
"s85208",0,""
"s85212",0,""
"s85218",0,""
"s8522",0,""
"s85220",0,""
"s85227",0,""
"s85232",0,""
"s85238",0,""
"s85240",0,""
"s85249",1,"201604"
"s85250",0,""
"s85277",1,"201607"
"s85279",0,""
"s85281",0,""
"s85283",0,""
"s85287",1,"201606"
"s85291",0,""
"s85300",0,""
"s85304",0,""
"s85313",0,""
"s85318",0,""
"s85319",0,""
"s8532",0,""
"s85323",0,""
"s85327",1,"201606"
"s85328",0,""
"s85329",0,""
"s85333",0,""
"s85337",0,""
"s85338",0,""
"s85341",0,""
"s85342",0,""
"s85346",0,""
"s8535",0,""
"s85354",0,""
"s85359",0,""
"s8536",0,""
"s85362",0,""
"s85367",0,""
"s8537",0,""
"s85374",1,"201603"
"s85376",0,""
"s85378",0,""
"s85380",0,""
"s85382",0,""
"s85399",0,""
"s8540",1,"201611"
"s85403",0,""
"s85406",0,""
"s85412",1,"201705"
"s85415",1,"201607"
"s8542",0,""
"s85421",1,"201607"
"s85422",0,""
"s85427",0,""
"s85440",0,""
"s85443",0,""
"s85451",0,""
"s85462",1,"201707"
"s85464",0,""
"s85465",0,""
"s85467",1,"201707"
"s8548",0,""
"s85485",0,""
"s85486",1,"201707"
"s85489",0,""
"s85492",0,""
"s85497",0,""
"s85501",0,""
"s85507",0,""
"s85517",0,""
"s85519",0,""
"s85522",0,""
"s85523",0,""
"s85528",0,""
"s85532",0,""
"s85535",0,""
"s85540",0,""
"s85548",1,"201703"
"s85549",0,""
"s85551",0,""
"s85553",0,""
"s85557",0,""
"s85558",0,""
"s85559",0,""
"s8556",0,""
"s85570",0,""
"s85572",0,""
"s85573",1,"201609"
"s85575",0,""
"s85577",0,""
"s85578",0,""
"s8558",0,""
"s85580",0,""
"s85584",0,""
"s85585",1,"201612"
"s85594",0,""
"s85598",0,""
"s85602",1,"201607"
"s85606",0,""
"s85618",0,""
"s85619",0,""
"s85622",0,""
"s85624",0,""
"s85625",0,""
"s85628",1,"201607"
"s85639",0,""
"s8564",0,""
"s85643",0,""
"s85646",1,"201611"
