EID,ADDTYPE,BEGINDATE,EXPIRYDATE
s487118,1,2009年5月,2014年5月
s487265,1,2010年5月,2015年5月
s487873,1,2012年5月,2017年5月
s487905,1,2008年2月,2013年2月
s487905,1,2014年2月,2019年2月
s488051,1,2015年2月,2020年2月
s488064,1,2014年2月,2019年2月
s488345,1,2008年2月,2013年2月
s488345,1,2014年2月,2019年2月
s488349,1,2014年2月,2019年2月
s488473,1,2012年5月,2017年5月
s488740,1,2014年2月,2019年2月
s488827,1,2009年11月,2014年11月
s488947,1,2015年5月,2020年5月
s488995,1,2011年2月,2016年2月
s489155,1,2014年2月,2019年2月
s489493,1,2015年5月,2020年5月
s489504,1,2013年5月,2018年5月
s489513,1,2008年5月,2013年5月
s489513,1,2014年2月,2019年2月
s489533,1,2013年5月,2018年5月
s489863,1,2008年11月,2013年11月
s489863,1,2014年2月,2019年2月
s490102,1,2008年2月,2013年2月
s490102,1,2014年2月,2019年2月
s490184,1,2011年2月,2016年2月
s490408,1,2009年11月,2014年11月
s490538,1,2012年2月,2017年2月
s490551,1,2008年5月,2013年5月
s490575,1,2009年5月,2014年5月
s49067,1,2015年5月,2020年5月
s49091,1,2014年2月,2019年2月
s491613,1,2009年11月,2014年11月
s491613,1,2015年5月,2020年5月
s491665,1,2008年8月,2013年8月
s491665,1,2014年2月,2019年2月
s491696,1,2013年5月,2018年5月
s491802,1,2011年2月,2016年2月
s491880,1,2012年5月,2017年5月
s491960,1,2009年11月,2014年11月
s491961,1,2008年2月,2013年2月
s491961,1,2014年5月,2019年5月
s491984,1,2008年5月,2013年5月
s491984,1,2014年2月,2019年2月
s492207,1,2015年5月,2020年5月
s492450,1,2015年5月,2020年5月
s492709,1,2011年2月,2016年2月
s492714,1,2009年11月,2014年11月
s492714,1,2015年5月,2020年5月
s492769,1,2014年2月,2019年2月
s492974,1,2015年5月,2020年5月
s492981,1,2013年5月,2018年5月
s493086,1,2011年5月,2016年5月
s493104,1,2013年5月,2018年5月
s49320,1,2009年11月,2014年11月
s49320,1,2015年5月,2020年5月
s493268,1,2009年11月,2014年11月
s493674,1,2013年5月,2018年5月
s493713,1,2015年5月,2020年5月
s493776,1,2009年11月,2014年11月
s493791,1,2010年5月,2015年5月
s493816,1,2015年5月,2020年5月
s493888,1,2008年5月,2013年5月
s493888,1,2014年2月,2019年2月
s494081,1,2015年5月,2020年5月
s494175,1,2011年2月,2016年2月
s494537,1,2015年5月,2020年5月
s494921,1,2009年11月,2014年11月
s495137,1,2011年2月,2016年2月
s495149,1,2013年2月,2018年2月
s495359,1,2011年2月,2016年2月
s495485,1,2013年5月,2018年5月
s495581,1,2010年5月,2015年5月
s495666,1,2015年5月,2020年5月
s495795,1,2008年2月,2013年2月
s495795,1,2014年2月,2019年2月
s495804,1,2011年2月,2016年2月
s49586,1,2010年2月,2015年2月
s495870,1,2008年5月,2013年5月
s495914,1,2009年11月,2014年11月
s495914,1,2015年5月,2020年5月
s495947,1,2010年2月,2015年2月
s49602,1,2008年8月,2013年8月
s49602,1,2014年2月,2019年2月
s496066,1,2015年2月,2020年2月
s496119,1,2010年2月,2015年2月
s496156,1,2014年2月,2019年2月
s49646,1,2013年5月,2018年5月
s496889,1,2010年2月,2015年2月
s496912,1,2010年2月,2015年2月
s497011,1,2009年2月,2014年2月
s497011,1,2015年5月,2020年5月
s497085,1,2008年2月,2013年2月
s497521,1,2009年11月,2014年11月
s497521,1,2015年5月,2020年5月
s497734,1,2011年2月,2016年2月
s497863,1,2008年8月,2013年8月
s497920,1,2013年5月,2018年5月
s497948,1,2009年11月,2014年11月
s497948,1,2015年2月,2020年2月
s498198,1,2008年8月,2013年8月
s498198,1,2014年2月,2019年2月
s49843,1,2011年2月,2016年2月
s498528,1,2015年5月,2020年5月
s498855,1,2009年8月,2014年8月
s498855,1,2015年5月,2020年5月
s49889,1,2010年5月,2015年5月
s499243,1,2014年2月,2019年2月
s499300,1,2009年11月,2014年11月
s499300,1,2015年5月,2020年5月
s499731,1,2014年2月,2019年2月
s499784,1,2014年2月,2019年2月
s499829,1,2015年5月,2020年5月
s499859,1,2008年2月,2013年2月
s499859,1,2014年5月,2019年5月
s499951,1,2014年2月,2019年2月
s500058,1,2013年2月,2018年2月
s500146,1,2009年11月,2014年11月
s500146,1,2015年2月,2020年2月
s500392,1,2010年5月,2015年5月
s50042,1,2008年2月,2013年2月
s50042,1,2014年2月,2019年2月
s500741,1,2009年5月,2014年5月
s500741,1,2015年5月,2020年5月
s500924,1,2011年2月,2016年2月
s500982,1,2008年8月,2013年8月
s500982,1,2014年2月,2019年2月
s501143,1,2013年5月,2018年5月
s501153,1,2015年5月,2020年5月
s501235,1,2011年2月,2016年2月
s501236,1,2010年5月,2015年5月
s501272,1,2010年5月,2015年5月
s501383,1,2012年2月,2017年2月
s501460,1,2014年2月,2019年2月
s501600,1,2015年5月,2020年5月
s501696,1,2012年5月,2017年5月
s501754,1,2008年5月,2013年5月
s501754,1,2014年2月,2019年2月
s501857,1,2015年5月,2020年5月
s501868,1,2009年11月,2014年11月
s501868,1,2015年5月,2020年5月
s501904,1,2013年5月,2018年5月
s501959,1,2010年5月,2015年5月
s502012,1,2009年11月,2014年11月
s502012,1,2015年5月,2020年5月
s502183,1,2013年2月,2018年2月
s502385,1,2014年2月,2019年2月
s50242,1,2012年2月,2017年2月
s502525,1,2015年5月,2020年5月
s502653,1,2008年5月,2013年5月
s502691,1,2009年11月,2014年11月
s502691,1,2015年5月,2020年5月
s502703,1,2012年2月,2017年2月
s503141,1,2013年5月,2018年5月
s503149,1,2009年11月,2014年11月
s503149,1,2015年5月,2020年5月
s503193,1,2012年5月,2017年5月
s503364,1,2008年2月,2013年2月
s503364,1,2014年2月,2019年2月
s503609,1,2010年2月,2015年2月
s503769,1,2012年5月,2017年5月
s50399,1,2015年5月,2020年5月
s504046,1,2015年5月,2020年5月
s504176,1,2009年5月,2014年5月
s504176,1,2012年2月,2017年2月
s504234,1,2008年8月,2013年8月
s504234,1,2014年2月,2019年2月
s504284,1,2013年2月,2018年2月
s504294,1,2008年5月,2013年5月
s504294,1,2014年5月,2019年5月
s504336,1,2015年5月,2020年5月
s504357,1,2014年2月,2019年2月
s504441,1,2011年2月,2016年2月
s504441,1,2012年5月,2017年5月
s504510,1,2014年2月,2019年2月
s50453,1,2010年5月,2015年5月
s504598,1,2013年5月,2018年5月
s504739,1,2015年5月,2020年5月
s504796,1,2009年8月,2014年8月
s504796,1,2015年5月,2020年5月
s504887,1,2009年11月,2014年11月
s504887,1,2015年5月,2020年5月
s504888,1,2008年8月,2013年8月
s504888,1,2014年2月,2019年2月
s504961,1,2009年2月,2014年2月
s504961,1,2015年2月,2020年2月
s504969,1,2009年11月,2014年11月
s50508,1,2009年5月,2014年5月
s50508,1,2015年5月,2020年5月
s505118,1,2009年11月,2014年11月
s505118,1,2015年2月,2020年2月
s505179,1,2009年11月,2014年11月
s505259,1,2013年5月,2018年5月
s505280,1,2014年2月,2019年2月
s505659,1,2010年5月,2015年5月
s50575,1,2009年11月,2014年11月
s50575,1,2015年5月,2020年5月
s505751,1,2015年5月,2020年5月
s505770,1,2012年2月,2017年2月
s505819,1,2013年5月,2018年5月
s505836,1,2009年5月,2014年5月
s505889,1,2008年5月,2013年5月
s505903,1,2015年5月,2020年5月
s505926,1,2012年5月,2017年5月
s505986,1,2008年2月,2013年2月
s505986,1,2014年2月,2019年2月
s506033,1,2013年2月,2018年2月
s506074,1,2014年2月,2019年2月
s506100,1,2014年2月,2019年2月
s506185,1,2012年5月,2017年5月
s506201,1,2009年11月,2014年11月
s506201,1,2015年5月,2020年5月
s506208,1,2013年2月,2018年2月
s506347,1,2015年5月,2020年5月
s506383,1,2013年5月,2018年5月
s506491,1,2009年2月,2014年2月
s506491,1,2015年5月,2020年5月
s506523,1,2009年11月,2014年11月
s506523,1,2015年2月,2020年2月
s506547,1,2012年5月,2017年5月
s506552,1,2009年11月,2014年11月
s506552,1,2015年5月,2020年5月
s506616,1,2011年2月,2016年2月
s506664,1,2015年5月,2020年5月
s507205,1,2012年5月,2017年5月
s507273,1,2015年5月,2020年5月
s507287,1,2014年2月,2019年2月
s507370,1,2008年2月,2013年2月
s507370,1,2014年2月,2019年2月
s507524,1,2012年2月,2017年2月
s507547,1,2015年5月,2020年5月
s507652,1,2013年5月,2018年5月
s507805,1,2008年2月,2013年2月
s507805,1,2014年2月,2019年2月
s507844,1,2013年5月,2018年5月
s507851,1,2012年2月,2017年2月
s507982,1,2015年5月,2020年5月
s507998,1,2012年2月,2017年2月
s508070,1,2010年5月,2015年5月
s508266,1,2008年5月,2013年5月
s508278,1,2013年2月,2018年2月
s508344,1,2008年2月,2013年2月
s508344,1,2014年5月,2019年5月
s50845,1,2014年2月,2019年2月
s5086,1,2008年8月,2013年8月
s5086,1,2014年2月,2019年2月
s508785,1,2012年5月,2017年5月
s508942,1,2015年5月,2020年5月
s5091,1,2015年5月,2020年5月
s509282,1,2008年8月,2013年8月
s509282,1,2014年2月,2019年2月
s509354,1,2011年2月,2016年2月
s509403,1,2013年2月,2018年2月
s50947,1,2015年5月,2020年5月
s509495,1,2013年5月,2018年5月
s509605,1,2008年11月,2013年11月
s509605,1,2014年2月,2019年2月
s509986,1,2011年2月,2016年2月
s509992,1,2008年11月,2013年11月
s509992,1,2014年2月,2019年2月
s510413,1,2015年5月,2020年5月
s510440,1,2010年5月,2015年5月
s51063,1,2013年2月,2018年2月
s510676,1,2013年5月,2018年5月
s510724,1,2012年5月,2017年5月
s510816,1,2011年2月,2016年2月
s510909,1,2011年5月,2016年5月
s510924,1,2008年5月,2013年5月
s510924,1,2014年2月,2019年2月
s510968,1,2009年2月,2014年2月
s510968,1,2015年5月,2020年5月
s510977,1,2008年5月,2017年2月
s511006,1,2012年5月,2017年5月
s511091,1,2012年2月,2017年2月
s511202,1,2015年5月,2020年5月
s511207,1,2015年5月,2020年5月
s511282,1,2014年2月,2019年2月
s511310,1,2009年2月,2014年2月
s511310,1,2015年5月,2020年5月
s511336,1,2015年5月,2020年5月
s511483,1,2012年5月,2017年5月
s511665,1,2015年5月,2020年5月
s511685,1,2008年5月,2013年5月
s511685,1,2014年2月,2019年2月
s511865,1,2015年5月,2020年5月
s511978,1,2014年2月,2019年2月
s512071,1,2008年5月,2013年5月
s512159,1,2008年5月,2013年5月
s512159,1,2014年2月,2019年2月
s512190,1,2009年5月,2014年5月
s512190,1,2015年5月,2020年5月
s512345,1,2013年2月,2018年2月
s512525,1,2013年5月,2018年5月
s512815,1,2011年2月,2016年2月
s512853,1,2013年2月,2018年2月
s512969,1,2008年5月,2013年5月
s512969,1,2014年2月,2019年2月
s51318,1,2008年2月,2013年2月
s51318,1,2014年2月,2019年2月
s513270,1,2008年5月,2013年5月
s513270,1,2014年2月,2019年2月
s513279,1,2009年11月,2014年11月
s513287,1,2009年5月,2014年5月
s513464,1,2010年2月,2015年2月
s513610,1,2009年8月,2014年8月
s513610,1,2015年5月,2020年5月
s513649,1,2010年5月,2015年5月
s514057,1,2008年2月,2013年2月
s514057,1,2014年2月,2019年2月
s514194,1,2009年11月,2014年11月
s514194,1,2015年5月,2020年5月
s514238,1,2012年5月,2017年5月
s514600,1,2013年2月,2018年2月
s514629,1,2015年5月,2020年5月
s514643,1,2011年2月,2016年2月
s514667,1,2011年2月,2016年2月
s514845,1,2013年5月,2018年5月
s51490,1,2015年5月,2020年5月
s514937,1,2014年2月,2019年2月
s515180,1,2009年11月,2014年11月
s515337,1,2010年5月,2015年5月
s515339,1,2009年11月,2014年11月
s515444,1,2012年5月,2017年5月
s515503,1,2014年2月,2019年2月
s51556,1,2008年5月,2013年5月
s515563,1,2008年5月,2013年5月
s515563,1,2014年2月,2019年2月
s515880,1,2014年2月,2019年2月
s515925,1,2012年5月,2017年5月
s515927,1,2013年5月,2018年5月
s515970,1,2009年11月,2014年11月
s515970,1,2015年2月,2020年2月
s515981,1,2011年2月,2016年2月
s515983,1,2008年5月,2013年5月
s515983,1,2014年2月,2019年2月
s516080,1,2014年2月,2019年2月
s516230,1,2014年2月,2019年2月
s516286,1,2015年5月,2020年5月
s516328,1,2010年5月,2015年5月
s516655,1,2015年5月,2020年5月
s516991,1,2013年5月,2018年5月
s517006,1,2014年2月,2019年2月
s517199,1,2015年5月,2020年5月
s517245,1,2009年8月,2014年8月
s517245,1,2015年2月,2020年2月
s517504,1,2015年2月,2020年2月
s517630,1,2015年5月,2020年5月
s517645,1,2009年2月,2014年2月
s517645,1,2015年2月,2020年2月
s517649,1,2011年2月,2016年2月
s517650,1,2008年8月,2013年8月
s517650,1,2014年2月,2019年2月
s517952,1,2009年11月,2014年11月
s517952,1,2015年2月,2020年2月
s517956,1,2012年2月,2017年2月
s518012,1,2008年2月,2013年2月
s518012,1,2014年2月,2019年2月
s518181,1,2014年2月,2019年2月
s518201,1,2008年2月,2013年2月
s518201,1,2014年2月,2019年2月
s518301,1,2010年5月,2015年5月
s518396,1,2014年2月,2019年2月
s518545,1,2008年8月,2013年8月
s518545,1,2014年2月,2019年2月
s518591,1,2013年5月,2018年5月
s518605,1,2009年11月,2014年11月
s518605,1,2015年2月,2020年2月
s518609,1,2008年2月,2013年2月
s518609,1,2014年2月,2019年2月
s518621,1,2010年5月,2015年5月
s518704,1,2013年5月,2018年5月
s518876,1,2008年5月,2013年5月
s518876,1,2014年2月,2019年2月
s519045,1,2014年2月,2019年2月
s519060,1,2009年11月,2014年11月
s519060,1,2015年5月,2020年5月
s519288,1,2008年8月,2013年8月
s5193,1,2009年11月,2014年11月
s519412,1,2014年2月,2019年2月
s519528,1,2008年5月,2013年5月
s519528,1,2014年2月,2019年2月
s519532,1,2013年5月,2018年5月
s519584,1,2014年2月,2019年2月
s519585,1,2009年11月,2014年11月
s519585,1,2015年5月,2020年5月
s519716,1,2015年5月,2020年5月
s520048,1,2009年11月,2014年11月
s52016,1,2009年11月,2014年11月
s52016,1,2015年5月,2020年5月
s520181,1,2009年2月,2014年2月
s520181,1,2015年2月,2020年2月
s520287,1,2011年2月,2016年2月
s520449,1,2015年2月,2020年2月
s5205,1,2009年8月,2014年8月
s5205,1,2012年2月,2017年2月
s520524,1,2008年8月,2013年8月
s520524,1,2014年2月,2019年2月
s520534,1,2014年2月,2019年2月
s520560,1,2014年2月,2019年2月
s520670,1,2014年2月,2019年2月
s520702,1,2014年5月,2019年5月
s520708,1,2015年5月,2020年5月
s520726,1,2010年2月,2015年2月
s520741,1,2008年11月,2013年11月
s520741,1,2014年2月,2019年2月
s520946,1,2015年5月,2020年5月
s521061,1,2015年5月,2020年5月
s521121,1,2012年5月,2017年5月
s521177,1,2014年2月,2019年2月
s521305,1,2011年2月,2016年2月
s521331,1,2010年5月,2015年5月
s521388,1,2012年5月,2017年5月
s521440,1,2014年2月,2019年2月
s521513,1,2011年2月,2016年2月
s521713,1,2013年2月,2018年2月
s521818,1,2008年8月,2013年8月
s521818,1,2014年2月,2019年2月
s521840,1,2011年2月,2016年2月
s521861,1,2008年8月,2013年8月
s521861,1,2014年2月,2019年2月
s521925,1,2008年8月,2013年8月
s521925,1,2014年2月,2019年2月
s521944,1,2015年5月,2020年5月
s521965,1,2013年5月,2018年5月
s522214,1,2012年5月,2017年5月
s522235,1,2008年8月,2013年8月
s522235,1,2014年5月,2019年5月
s522239,1,2014年2月,2019年2月
s522274,1,2014年2月,2019年2月
s522299,1,2008年2月,2013年2月
s522299,1,2014年2月,2019年2月
s522470,1,2012年2月,2017年2月
s522722,1,2012年2月,2017年2月
s522761,1,2014年2月,2019年2月
s522777,1,2009年11月,2014年11月
s522777,1,2015年5月,2020年5月
s522922,1,2008年8月,2013年8月
s522922,1,2014年2月,2019年2月
s522972,1,2011年2月,2016年2月
s523002,1,2011年2月,2016年2月
s523192,1,2008年2月,2013年2月
s523192,1,2014年2月,2019年2月
s523439,1,2010年5月,2015年5月
s523543,1,2014年2月,2019年2月
s52358,1,2011年2月,2016年2月
s523710,1,2013年2月,2018年2月
s523864,1,2015年5月,2020年5月
s524095,1,2015年5月,2020年5月
s524197,1,2010年5月,2015年5月
s524202,1,2013年5月,2018年5月
s524491,1,2009年11月,2014年11月
s524491,1,2015年5月,2020年5月
s524500,1,2009年11月,2014年11月
s524795,1,2015年5月,2020年5月
s524832,1,2008年5月,2013年5月
s524832,1,2014年2月,2019年2月
s524851,1,2012年5月,2017年5月
s524882,1,2008年5月,2013年5月
s524882,1,2014年2月,2019年2月
s524905,1,2013年5月,2018年5月
s525132,1,2010年2月,2015年2月
s525353,1,2014年2月,2019年2月
s52540,1,2013年5月,2018年5月
s525448,1,2015年5月,2020年5月
s525594,1,2013年2月,2018年2月
s525684,1,2011年5月,2016年5月
s525718,1,2015年5月,2020年5月
s525862,1,2009年11月,2014年11月
s525862,1,2013年5月,2018年5月
s526036,1,2008年2月,2013年2月
s526036,1,2014年2月,2019年2月
s526138,1,2014年2月,2019年2月
s526150,1,2009年11月,2014年11月
s526341,1,2013年5月,2018年5月
s526348,1,2008年8月,2013年8月
s526348,1,2012年2月,2017年2月
s52688,1,2009年11月,2014年11月
s52688,1,2015年5月,2020年5月
s52731,1,2014年2月,2019年2月
s5286,1,2008年2月,2013年2月
s53126,1,2011年2月,2016年2月
s53235,1,2015年5月,2020年5月
s53342,1,2011年2月,2016年2月
s5371,1,2015年5月,2020年5月
s5380,1,2015年5月,2020年5月
s53919,1,2014年2月,2019年2月
s54460,1,2013年5月,2018年5月
s54461,1,2014年2月,2019年2月
s54927,1,2009年11月,2014年11月
s54927,1,2015年2月,2020年2月
s54955,1,2008年2月,2013年2月
s5498,1,2012年5月,2017年5月
s55013,1,2014年2月,2019年2月
s55026,1,2013年5月,2018年5月
s55284,1,2009年11月,2014年11月
s5557,1,2008年5月,2013年5月
s5557,1,2014年2月,2019年2月
s55654,1,2014年2月,2019年2月
s55685,1,2015年5月,2020年5月
s56314,1,2009年11月,2014年11月
s56446,1,2009年5月,2014年5月
s56446,1,2015年5月,2020年5月
s56454,1,2010年5月,2015年5月
s56454,1,2015年5月,2020年5月
s56723,1,2008年2月,2013年2月
s56723,1,2014年2月,2019年2月
s56842,1,2009年11月,2014年11月
s56842,1,2015年2月,2020年2月
s56891,1,2010年5月,2015年5月
s56903,1,2014年2月,2019年2月
s57403,1,2008年2月,2013年2月
s57403,1,2014年2月,2019年2月
s57485,1,2008年8月,2010年7月
s57485,1,2011年2月,2016年2月
s57537,1,2010年5月,2015年5月
s57551,1,2009年11月,2014年11月
s57551,1,2015年5月,2020年5月
s57683,1,2010年2月,2015年2月
s5791,1,2008年8月,2013年8月
s5791,1,2014年2月,2019年2月
s57945,1,2010年5月,2015年5月
s5810,1,2009年8月,2014年8月
s58404,1,2010年5月,2015年5月
s58818,1,2015年5月,2020年5月
s58885,1,2013年2月,2018年2月
s5890,1,2009年11月,2014年11月
s5890,1,2015年5月,2020年5月
s58930,1,2013年5月,2018年5月
s58946,1,2015年5月,2020年5月
s58968,1,2015年5月,2020年5月
s59067,1,2008年8月,2013年8月
s59067,1,2014年5月,2019年5月
s59160,1,2012年5月,2017年5月
s59492,1,2011年2月,2016年2月
s59493,1,2009年8月,2014年8月
s59544,1,2010年5月,2015年5月
s59643,1,2011年5月,2016年5月
s5991,1,2013年5月,2018年5月
s59914,1,2009年5月,2014年5月
s59914,1,2015年2月,2020年2月
s5997,1,2008年2月,2013年2月
s5997,1,2014年2月,2019年2月
s60149,1,2009年11月,2014年11月
s60149,1,2015年5月,2020年5月
s60192,1,2012年5月,2017年5月
s60375,1,2009年11月,2014年11月
s60384,1,2015年5月,2020年5月
s60498,1,2015年5月,2020年5月
s6096,1,2009年11月,2014年11月
s61028,1,2012年2月,2017年2月
s61166,1,2008年8月,2013年8月
s61166,1,2014年2月,2019年2月
s61392,1,2011年2月,2016年2月
s61461,1,2010年5月,2015年5月
s6159,1,2011年2月,2016年2月
s61673,1,2015年5月,2020年5月
s61757,1,2013年5月,2018年5月
s61811,1,2015年5月,2020年5月
s61822,1,2008年11月,2013年11月
s61822,1,2014年2月,2019年2月
s61834,1,2015年5月,2020年5月
s61968,1,2009年11月,2014年11月
s61968,1,2015年5月,2020年5月
s61993,1,2009年11月,2014年11月
s61993,1,2015年5月,2020年5月
s62054,1,2009年8月,2014年8月
s62054,1,2013年5月,2018年5月
s62089,1,2008年5月,2013年5月
s62089,1,2014年2月,2019年2月
s62094,1,2012年2月,2017年2月
s62106,1,2009年11月,2014年11月
s62106,1,2015年5月,2020年5月
s62204,1,2011年2月,2016年2月
s62206,1,2012年2月,2017年2月
s62604,1,2008年8月,2013年8月
s62968,1,2015年5月,2020年5月
s6314,1,2009年8月,2014年8月
s63226,1,2011年2月,2016年2月
s63369,1,2010年2月,2013年8月
s63369,1,2015年5月,2020年5月
s63391,1,2008年5月,2013年5月
s63419,1,2012年5月,2017年5月
s63425,1,2008年5月,2013年5月
s63425,1,2014年2月,2019年2月
s63459,1,2011年2月,2016年2月
s63517,1,2008年2月,2013年2月
s63762,1,2015年5月,2020年5月
s63775,1,2010年5月,2015年5月
s64045,1,2008年8月,2013年8月
s64045,1,2014年2月,2019年2月
s64722,1,2010年5月,2015年5月
s65062,1,2008年5月,2013年5月
s65062,1,2014年2月,2019年2月
s65125,1,2015年5月,2020年5月
s65245,1,2015年5月,2020年5月
s65514,1,2010年5月,2015年5月
s65591,1,2009年11月,2014年11月
s65697,1,2008年11月,2013年11月
s65697,1,2014年2月,2019年2月
s65915,1,2012年2月,2017年2月
s66315,1,2011年5月,2016年5月
s66377,1,2014年2月,2019年2月
s66557,1,2010年5月,2015年5月
s66576,1,2009年11月,2014年11月
s66576,1,2015年5月,2020年5月
s66674,1,2008年8月,2013年8月
s66674,1,2014年2月,2019年2月
s66788,1,2014年2月,2019年2月
s67010,1,2010年2月,2015年2月
s67346,1,2013年5月,2018年5月
s67594,1,2011年2月,2016年2月
s67639,1,2008年2月,2013年2月
s67639,1,2014年2月,2019年2月
s67938,1,2015年5月,2020年5月
s6800,1,2015年5月,2020年5月
s68093,1,2008年11月,2013年11月
s68093,1,2014年2月,2019年2月
s68251,1,2008年8月,2013年8月
s68251,1,2014年2月,2019年2月
s68296,1,2009年2月,2014年2月
s68296,1,2015年5月,2020年5月
s68309,1,2009年11月,2014年11月
s68781,1,2013年5月,2018年5月
s69132,1,2013年2月,2018年2月
s69184,1,2010年2月,2015年2月
s69334,1,2008年5月,2013年5月
s69334,1,2014年2月,2019年2月
s69345,1,2014年2月,2019年2月
s69372,1,2011年2月,2016年2月
s69704,1,2014年2月,2019年2月
s69912,1,2015年5月,2020年5月
s70103,1,2015年5月,2020年5月
s70340,1,2009年11月,2014年11月
s70340,1,2013年5月,2018年5月
s70377,1,2012年2月,2017年2月
s70518,1,2012年2月,2017年2月
s70548,1,2012年2月,2017年2月
s70851,1,2011年2月,2016年2月
s71287,1,2009年11月,2014年11月
s71448,1,2009年5月,2014年5月
s71448,1,2015年5月,2020年5月
s71462,1,2010年5月,2015年5月
s71840,1,2014年2月,2019年2月
s71892,1,2011年2月,2016年2月
s72123,1,2009年11月,2014年11月
s72223,1,2015年5月,2020年5月
s72263,1,2008年8月,2013年8月
s72263,1,2014年2月,2019年2月
s72799,1,2009年11月,2014年11月
s72799,1,2010年2月,2015年2月
s72871,1,2014年2月,2019年2月
s73034,1,2009年8月,2014年8月
s73034,1,2015年5月,2020年5月
s73056,1,2011年8月,2016年8月
s73056,1,2012年5月,2017年5月
s73171,1,2012年2月,2017年2月
s73203,1,2009年8月,2014年8月
s73203,1,2015年5月,2020年5月
s73452,1,2014年2月,2019年2月
s73502,1,2011年5月,2016年5月
s73627,1,2015年5月,2020年5月
s73809,1,2012年2月,2017年2月
s74376,1,2015年2月,2020年2月
s74392,1,2011年2月,2016年2月
s74549,1,2015年5月,2020年5月
s74605,1,2009年11月,2014年11月
s74605,1,2015年5月,2020年5月
s74627,1,2010年5月,2015年5月
s74741,1,2012年2月,2017年2月
s74785,1,2008年11月,2013年11月
s74785,1,2014年2月,2019年2月
s7502,1,2015年5月,2020年5月
s7517,1,2012年5月,2017年5月
s75490,1,2009年11月,2014年11月
s757,1,2011年2月,2016年2月
s75710,1,2014年2月,2019年2月
s75804,1,2013年2月,2018年2月
s76400,1,2009年11月,2014年11月
s76400,1,2015年2月,2020年2月
s76414,1,2012年5月,2017年5月
s76767,1,2012年5月,2017年5月
s76841,1,2010年2月,2015年2月
s76914,1,2013年5月,2018年5月
s77036,1,2015年5月,2020年5月
s77182,1,2012年2月,2017年2月
s77187,1,2013年5月,2018年5月
s77235,1,2012年2月,2017年2月
s77262,1,2015年5月,2020年5月
s77615,1,2015年2月,2020年2月
s77687,1,2013年5月,2018年5月
s77708,1,2014年2月,2019年2月
s77766,1,2008年2月,2013年2月
s77766,1,2014年5月,2019年5月
s78095,1,2008年5月,2013年5月
s78095,1,2014年2月,2019年2月
s78200,1,2014年2月,2019年2月
s78202,1,2013年5月,2018年5月
s7839,1,2015年5月,2020年5月
s78512,1,2009年2月,2014年2月
s78512,1,2015年5月,2020年5月
s78542,1,2015年5月,2020年5月
s78562,1,2013年2月,2018年2月
s78584,1,2014年2月,2019年2月
s78699,1,2009年11月,2014年11月
s78699,1,2015年5月,2020年5月
s78826,1,2009年11月,2014年11月
s78826,1,2014年2月,2019年2月
s78878,1,2011年2月,2016年2月
s78885,1,2014年2月,2019年2月
s78952,1,2015年5月,2020年5月
s79129,1,2012年2月,2017年2月
s79364,1,2013年5月,2018年5月
s79388,1,2010年5月,2015年5月
s79422,1,2015年5月,2020年5月
s79426,1,2013年5月,2018年5月
s79438,1,2012年5月,2017年5月
s79470,1,2008年5月,2013年5月
s79470,1,2014年2月,2019年2月
s79474,1,2008年8月,2013年8月
s79474,1,2012年2月,2017年2月
s79708,1,2011年5月,2016年5月
s79848,1,2010年2月,2015年2月
s79934,1,2011年2月,2016年2月
s80232,1,2011年2月,2016年2月
s80332,1,2014年2月,2019年2月
s80338,1,2008年5月,2013年5月
s80338,1,2014年2月,2019年2月
s80568,1,2008年5月,2013年5月
s80851,1,2014年2月,2019年2月
s81270,1,2015年5月,2020年5月
s81323,1,2012年2月,2017年2月
s81555,1,2011年2月,2016年2月
s81661,1,2009年8月,2014年8月
s81661,1,2015年5月,2020年5月
s81683,1,2010年2月,2015年2月
s81773,1,2014年2月,2019年2月
s81937,1,2011年2月,2016年2月
s81957,1,2008年5月,2013年5月
s82058,1,2015年2月,2020年2月
s82086,1,2008年2月,2013年2月
s82086,1,2014年2月,2019年2月
s82135,1,2012年2月,2017年2月
s82172,1,2012年5月,2017年5月
s82447,1,2009年8月,2014年8月
s82449,1,2012年5月,2017年5月
s82529,1,2008年8月,2013年8月
s82529,1,2014年2月,2019年2月
s82584,1,2009年11月,2014年11月
s82584,1,2015年5月,2020年5月
s8263,1,2014年2月,2019年2月
s82713,1,2015年5月,2020年5月
s82980,1,2008年8月,2013年8月
s82980,1,2014年2月,2019年2月
s83135,1,2009年2月,2014年2月
s83167,1,2015年5月,2020年5月
s83320,1,2014年2月,2019年2月
s83331,1,2008年2月,2013年2月
s83331,1,2014年2月,2019年2月
s83393,1,2015年5月,2020年5月
s83532,1,2014年2月,2019年2月
s83970,1,2012年5月,2017年5月
s84129,1,2009年11月,2014年11月
s84415,1,2009年2月,2014年2月
s84415,1,2015年2月,2020年2月
s84511,1,2010年5月,2015年5月
s84579,1,2010年2月,2015年2月
s84918,1,2013年2月,2018年2月
s85260,1,2011年2月,2016年2月
s85339,1,2013年5月,2018年5月
s8542,1,2009年11月,2014年11月
s8542,1,2015年5月,2020年5月
s8550,1,2008年5月,2013年5月
s8550,1,2014年2月,2019年2月
s85528,1,2011年2月,2016年2月
s85558,1,2015年5月,2020年5月
s85782,1,2008年2月,2013年2月
