"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"s378373","103022852","2014年07月","281500"
"s378373","97785069","2014年05月","1242700"
"s378373","102299803","2015年06月","381500"
"s378373","97802664","2014年07月","281500"
"s378373","102299795","2015年06月","922800"
"s378373","103026671","2015年06月","217200"
"s378373","96489223","2015年01月","71900"
"s378373","102299798","2015年06月","222700"
"s378373","81377049","2014年05月","1242700"
"s378373","80105492","2014年04月","830300"
"s110076","85042361","2014年07月","18400"
"s195466","100249509","2015年04月","0"
"s504406","97775517","2014年05月","11700"
"s504406","81380138","2014年05月","11700"
"s375133","64584913","2013年08月","233300"
"s375133","41890790","2012年09月","111200"
"s486354","85050264","2013年12月","1822500"
"s486354","83563544","2013年12月","976700"
"s486354","83563539","2013年12月","1344600"
"s486354","72990928","2013年12月","976700"
"s486354","72990937","2013年12月","1822500"
"s133984","75061480","2014年02月","53900"
"s133984","81317726","2014年02月","53900"
"s4780","76430057","2014年02月","26900"
"s4780","81318832","2014年02月","26900"
"s231055","98564095","2015年03月","1497200"
"s311579","97814955","2014年06月","36200"
"s311579","85045357","2014年06月","36200"
"s259408","9387974","2015年08月","2112800"
"s259408","75021681","2013年12月","24000"
"s259408","92777149","2014年11月","70800"
"s259408","80298885","2013年12月","24000"
"s259408","66083416","2013年03月","47300"
"s259408","66083533","2013年03月","14300"
"s259408","92558025","2014年10月","1158900"
"s259408","106925300","2015年08月","2112800"
"s259408","99057850","2015年02月","891000"
"s259408","66083475","2013年03月","59600"
"s259408","66083471","2013年03月","26300"
"s438949","61118487","2012年12月","8800"
"s310448","85075418","2014年08月","44500"
"s310448","99047684","2014年08月","44500"
"s310448","101878514","2015年04月","0"
"s410685","75076635","2014年01月","16100"
"s410685","73343255","2013年10月","16100"
"s410685","80341649","2014年01月","16100"
"s487499","86298125","2014年09月","10000"
"s487499","86298127","2014年09月","10000"
"s487499","91699942","2014年09月","10000"
"s487499","91699936","2014年09月","10000"
"s487499","86943336","2014年09月","10000"
"s487499","86943340","2014年09月","10000"
"s487499","61972791","2013年05月","14500"
"s487499","62194721","2013年06月","20000"
"s487499","67687365","2013年07月","10500"
"s487499","67903669","2013年06月","10000"
"s290741","41999412","2012年09月","116400"
"s148012","73550300","2013年07月","2200"
"s464366","61054914","2013年01月","76700"
"s464366","92777833","2014年11月","546300"
"s464366","92777842","2014年11月","1555000"
"s289082","87374675","2014年03月","25000"
"s289082","91921056","2014年06月","11400"
"s289082","97813428","2014年06月","11400"
"s289082","107677671","2015年02月","25100"
"s289082","93698830","2014年12月","22900"
"s289082","83486867","2014年06月","11400"
"s289082","101686690","2015年02月","20000"
"s289082","91726504","2014年03月","25000"
"s289082","76452667","2014年03月","16900"
"s289082","107677674","2015年02月","20000"
"s289082","101686687","2015年02月","20000"
"s289082","98077332","2015年02月","20000"
"s289082","76452677","2014年03月","16900"
"s289082","85069509","2014年08月","11000"
"s27477","105738798","2015年08月","80900"
"s511151","96522776","2015年01月","71600"
"s511151","76452055","2014年03月","7300"
"s349444","97524388","2015年03月","5000"
"s281178","66083405","2013年03月","3623700"
"s59192","66087333","2013年06月","55800"
"s59192","99268756","2015年03月","72200"
"s298685","93817669","2014年12月","0"
"s383978","73382464","2013年09月","7000"
"s230089","42990997","2012年10月","313500"
"s512853","75002468","2013年12月","14900"
"s323683","75068839","2014年02月","50100"
"s323683","76446420","2014年03月","7330000"
"s323683","76446423","2014年03月","9600000"
"s457485","80144313","2014年05月","102700"
"s457485","80144437","2014年05月","102700"
"s457485","80144434","2014年05月","80400"
"s457485","98092870","2015年02月","54100"
"s457485","109019768","2015年02月","54100"
"s457485","96995341","2015年02月","326800"
"s457485","91739457","2014年05月","102700"
"s457485","80144417","2014年05月","44100"
"s457485","107503236","2015年02月","276500"
"s457485","98092359","2015年02月","276500"
"s457485","87371020","2014年09月","431500"
"s457485","93758678","2014年09月","431500"
"s437041","62136917","2013年05月","1300000"
"s437041","62213113","2013年06月","266000"
"s437041","81441116","2014年06月","2449400"
"s459533","105739509","2015年08月","1800"
"s462883","85054605","2014年07月","102600"
"s452381","61111071","2013年03月","2000"
"s452381","61092667","2013年03月","150000"
"s324054","75007994","2013年12月","4700"
"s324054","76454962","2014年03月","4400"
"s257626","91792378","2014年06月","3100"
"s454560","61102492","2013年01月","2875200"
"s220914","79890530","2013年12月","106300"
"s220914","85472566","2014年07月","231100"
"s220914","75024085","2014年01月","2199800"
"s436867","77572223","2012年09月","150000"
"s162901","91895405","2014年08月","10400"
"s162901","85066274","2014年08月","10400"
"s162901","97789072","2014年08月","10400"
"s211211","104868784","2015年07月","40900"
"s65227","61320216","2013年04月","16500"
"s161972","99269440","2015年03月","1400"
"s161972","91903542","2014年10月","33400"
"s139161","87374947","2014年05月","20700"
"s139161","91726740","2014年05月","20700"
"s139161","81389560","2014年05月","15000"
"s139161","92420643","2014年07月","15000"
"s139161","97814234","2014年07月","15000"
"s139161","91923436","2014年11月","15000"
"s139161","91922669","2014年11月","15000"
"s139161","85063391","2014年07月","15000"
"s139161","83486865","2014年07月","15000"
"s434738","97997495","2015年01月","33100"
"s48062","61200176","2013年04月","21400"
"s344049","80133150","2014年05月","118700"
"s344049","98095309","2015年02月","38900"
"s344049","108913127","2015年06月","44800"
"s344049","108913126","2015年06月","28500"
"s344049","108913124","2015年06月","50500"
"s344049","108906806","2015年06月","20200"
"s344049","108906780","2015年06月","29300"
"s344049","108906771","2015年06月","76900"
"s344049","108906761","2015年06月","42400"
"s344049","108906733","2015年06月","118700"
"s344049","80133167","2014年05月","28500"
"s344049","80133165","2014年05月","44800"
"s344049","80133160","2014年05月","70600"
"s344049","80133134","2014年05月","49400"
"s344049","80133132","2014年05月","88800"
"s344049","80133156","2014年05月","42600"
"s344049","80133142","2014年05月","42400"
"s344049","80133109","2014年05月","50500"
"s344049","98095312","2015年02月","29300"
"s344049","91873784","2014年07月","76900"
"s344049","91873792","2014年07月","29300"
"s344049","91873790","2014年07月","80900"
"s344049","91873788","2014年07月","20200"
"s344049","91873786","2014年07月","176900"
"s400575","64196955","2013年06月","60800"
"s269891","60158527","2013年01月","131100"
"s58546","67908114","2013年07月","10300"
"s346042","76426302","2013年10月","15300"
"s346042","80293358","2013年10月","15300"
"s353783","61398691","2013年04月","1434300"
"s353783","74608529","2014年02月","1127500"
"s122057","91688725","2014年07月","30800"
"s122057","86797211","2014年07月","30800"
"s354007","9386699","2015年07月","19600"
"s354007","104638198","2015年07月","19600"
"s354007","104914913","2015年07月","19600"
"s425968","111162082","2015年03月","8817400"
"s425968","99272759","2015年03月","8817400"
"s459425","101094378","2015年05月","28700"
"s160027","42500368","2012年10月","1487300"
"s126638","75017248","2013年12月","5200"
"s126638","75017246","2013年12月","214100"
"s126638","75017244","2013年12月","356200"
"s126638","104524508","2015年07月","3500"
"s126638","104790089","2015年07月","51900"
"s126638","103773223","2015年07月","3500"
"s494923","61125057","2013年01月","87500"
"s494923","61125099","2012年12月","10000"
"s399770","75026858","2014年01月","990000"
"s399770","85272832","2014年01月","990000"
"s399770","91668581","2014年01月","990000"
"s225067","105271845","2015年07月","37600"
"s61834","76445721","2014年02月","54400"
"s132784","97777954","2014年08月","3600"
"s132784","91877122","2014年08月","3600"
"s132784","85063759","2014年08月","3600"
"s132784","91877120","2014年08月","3600"
"s132784","108895435","2015年07月","9200"
"s132784","85063761","2014年08月","3600"
"s100885","67684470","2013年08月","5700"
"s100885","67684409","2013年08月","12100"
"s100885","67684441","2013年08月","1900"
"s100885","67684500","2013年08月","2100"
"s424990","61103248","2013年02月","128200"
"s424990","61103303","2013年03月","74500"
"s424990","62337528","2013年03月","31800"
"s424990","108949284","2014年01月","17900"
"s424990","61103267","2013年02月","12200"
"s424990","62331023","2013年03月","10000"
"s424990","61103297","2013年03月","103500"
"s424990","61103271","2013年02月","88700"
"s424990","61103307","2013年03月","52400"
"s424990","61103269","2013年02月","76800"
"s424990","66083537","2013年03月","23400"
"s424990","61103291","2013年03月","148900"
"s424990","61103259","2013年02月","8500"
"s424990","61103281","2013年03月","76100"
"s424990","61103279","2013年03月","66500"
"s424990","66083039","2013年03月","2800"
"s424990","66083543","2013年03月","5700"
"s424990","66083047","2013年03月","11700"
"s424990","61103289","2013年03月","38600"
"s424990","61103283","2013年03月","109700"
"s424990","61103299","2013年03月","247500"
"s424990","79515713","2014年01月","17900"
"s424990","61103261","2013年02月","57700"
"s424990","61103257","2013年02月","38100"
"s424990","61103309","2013年03月","183000"
"s424990","61103255","2013年02月","12900"
"s424990","61103295","2013年03月","94800"
"s424990","61103301","2013年03月","76100"
"s424990","61103265","2013年02月","27600"
"s424990","61103285","2013年03月","47400"
"s424990","62330993","2013年03月","11000"
"s424990","97787007","2014年05月","5300"
"s424990","81377224","2014年05月","5300"
"s424990","66083545","2013年03月","21700"
"s424990","61103305","2013年03月","35700"
"s424990","61103287","2013年03月","64700"
"s424990","61103311","2013年03月","70800"
"s424990","61103277","2013年03月","83900"
"s424990","75023210","2014年01月","17900"
"s424990","61103263","2013年02月","29400"
"s424990","61103293","2013年03月","98300"
"s424990","61103244","2013年02月","1800"
"s424990","66083547","2013年03月","20700"
"s424990","61103253","2013年02月","15800"
"s424990","73383626","2013年10月","900900"
"s424990","66083539","2013年03月","9600"
"s424990","66083541","2013年03月","11100"
"s424990","91894943","2014年05月","5300"
"s59833","102153109","2015年05月","14400"
"s59833","98626727","2015年03月","18900"
"s59833","104525568","2015年07月","14200"
"s59833","101304299","2015年05月","14400"
"s59833","110584430","2015年04月","30700"
"s59833","105265452","2015年07月","30300"
"s59833","102622591","2015年06月","195900"
"s59833","108752309","2015年03月","18900"
"s59833","108985450","2015年07月","14200"
"s59833","104525595","2015年07月","30300"
"s59833","105265282","2015年07月","14200"
"s59833","101090349","2015年05月","29300"
"s59833","100115438","2015年04月","30700"
"s116595","91676674","2014年05月","5100"
"s116595","85552318","2014年05月","5100"
"s303192","73348976","2013年11月","2502300"
"s303192","73324791","2013年09月","2502300"
"s297410","79631607","2014年03月","271600"
"s297410","85064593","2014年08月","10100"
"s297410","76458802","2014年03月","271600"
"s268517","90396727","2013年01月","0"
"s268517","112748241","2015年05月","33000"
"s268517","76426387","2013年10月","0"
"s268517","60669074","2013年02月","200"
"s268517","60668989","2013年02月","0"
"s268517","93999368","2014年12月","4000"
"s268517","61013338","2013年01月","0"
"s268517","80293894","2013年10月","0"
"s37456","91705490","2014年02月","1844000"
"s37456","97803890","2014年02月","160000"
"s37456","75059871","2014年02月","160000"
"s37456","97803893","2014年02月","1844000"
"s37456","80068186","2014年02月","160000"
"s37456","80068189","2014年02月","1844000"
"s37456","91705484","2014年02月","160000"
"s37456","75059874","2014年02月","1844000"
"s328359","76456793","2014年03月","6600"
"s392236","67669871","2013年08月","15000"
"s392236","67669872","2013年08月","46000"
"s291920","61081926","2013年03月","67300"
"s412417","76442632","2014年03月","5000"
"s53459","75023954","2014年01月","10600"
"s53459","93876979","2014年12月","66100"
"s53459","108949521","2014年12月","66100"
"s53459","80302082","2014年01月","10600"
"s176600","73355222","2013年11月","11900"
"s361430","85049929","2014年07月","7600"
"s487226","75073716","2014年02月","900000"
"s487226","85057867","2014年02月","900000"
"s487226","61629652","2013年05月","153800"
"s5205","96520741","2015年01月","1609600"
"s395297","79933747","2013年10月","1019200"
"s395297","85063299","2014年08月","250000"
"s395297","61610974","2013年05月","1010800"
"s395297","108832351","2015年01月","2710200"
"s395297","101686580","2014年12月","200000"
"s395297","100248141","2015年03月","136700"
"s395297","97771302","2014年10月","250000"
"s395297","72838040","2013年11月","74600"
"s395297","105252114","2015年08月","5515500"
"s395297","102073355","2015年05月","442900"
"s395297","109178310","2015年08月","210800"
"s395297","108954968","2015年08月","809900"
"s395297","106228346","2015年08月","809900"
"s395297","78583067","2012年12月","2647900"
"s395297","78584122","2013年09月","2117400"
"s395297","100113180","2015年04月","250000"
"s395297","74767146","2013年09月","2117400"
"s395297","74999099","2013年12月","75000"
"s395297","74999301","2014年01月","55000"
"s395297","74765560","2012年12月","2647900"
"s395297","73328571","2013年09月","1030600"
"s395297","77672721","2014年04月","33400"
"s395297","73328467","2013年08月","55500"
"s395297","73328423","2013年07月","453600"
"s395297","73328420","2013年07月","2071600"
"s395297","73328141","2013年07月","90100"
"s395297","74998961","2013年10月","1019200"
"s395297","67686215","2013年07月","78800"
"s395297","62212426","2013年06月","400000"
"s395297","62008320","2013年04月","93200"
"s395297","61041251","2013年01月","592200"
"s395297","60749486","2012年12月","1308500"
"s395297","61041272","2013年01月","2073000"
"s395297","44336800","2012年10月","2929200"
"s395297","44504675","2012年11月","1741700"
"s395297","44038971","2012年11月","532900"
"s395297","91835474","2014年09月","9800"
"s395297","91835464","2014年09月","43000"
"s395297","91835446","2014年09月","172500"
"s395297","87439661","2014年04月","537400"
"s395297","87439650","2013年12月","550000"
"s395297","87439700","2014年07月","125300"
"s395297","87439691","2014年06月","309100"
"s395297","91672046","2014年06月","250000"
"s395297","80323980","2014年01月","176200"
"s395297","91916825","2014年06月","238800"
"s395297","91806757","2014年07月","70900"
"s395297","91681160","2014年09月","259600"
"s395297","91806744","2014年07月","148700"
"s395297","91724409","2014年07月","125300"
"s395297","91724267","2014年04月","537400"
"s395297","91724116","2013年12月","550000"
"s395297","91917157","2014年11月","400000"
"s395297","81334857","2014年05月","274700"
"s395297","81334779","2014年03月","150200"
"s395297","75069686","2014年01月","176200"
"s395297","75102856","2014年01月","175100"
"s395297","61018024","2013年03月","835400"
"s395297","77981032","2014年03月","824500"
"s395297","85069620","2014年08月","342500"
"s395297","79520475","2014年01月","818900"
"s395297","74999259","2013年12月","352700"
"s395297","100567223","2015年04月","212500"
"s395297","111873778","2014年12月","4035600"
"s395297","86119851","2014年08月","46000"
"s395297","78584981","2013年12月","5874700"
"s395297","101487165","2015年05月","1723100"
"s395297","79322957","2014年04月","705900"
"s395297","81388263","2014年05月","250000"
"s395297","74999081","2013年12月","550000"
"s395297","93814309","2014年12月","4035600"
"s395297","97938233","2014年04月","705900"
"s395297","108902587","2015年07月","3173900"
"s395297","81466891","2014年06月","42500"
"s395297","99635842","2015年04月","150000"
"s395297","83484736","2014年07月","148700"
"s395297","91743676","2014年09月","251600"
"s395297","74767871","2013年12月","5874700"
"s395297","75069787","2014年01月","2044400"
"s395297","76448281","2014年03月","128900"
"s395297","83484703","2014年06月","25000"
"s395297","88301648","2014年10月","248000"
"s395297","79950510","2013年12月","3609900"
"s395297","83674082","2013年12月","5874700"
"s395297","91752234","2014年10月","250000"
"s395297","85393052","2014年08月","250000"
"s395297","106927757","2015年08月","157900"
"s395297","74999372","2014年01月","818900"
"s395297","74090575","2014年01月","123800"
"s395297","85553846","2014年09月","259600"
"s395297","112412694","2015年06月","3782800"
"s395297","97938203","2014年01月","4000000"
"s395297","106927693","2015年08月","1083000"
"s395297","107566267","2015年08月","1040700"
"s395297","101729541","2015年01月","0"
"s395297","91767031","2014年10月","122500"
"s395297","88413460","2014年10月","679100"
"s395297","81380018","2014年05月","2400000"
"s395297","98520843","2015年03月","82700"
"s395297","96509509","2014年12月","630400"
"s395297","97770526","2013年12月","3609900"
"s395297","97122151","2015年02月","20300"
"s395297","91724371","2014年06月","309100"
"s395297","91672126","2014年08月","250000"
"s395297","91672039","2014年05月","250000"
"s395297","87768385","2014年04月","3404700"
"s395297","82648425","2014年07月","1029200"
"s395297","76448455","2014年03月","150200"
"s395297","74999279","2013年12月","3609900"
"s395297","78064674","2014年04月","54300"
"s395297","75075743","2014年01月","4000000"
"s395297","72838147","2013年12月","707400"
"s395297","73346867","2013年07月","163400"
"s395297","96490854","2015年01月","217300"
"s395297","80323982","2014年01月","4000000"
"s86475","44396591","2012年11月","1700"
"s86475","44397051","2012年11月","1400"
"s86475","44396315","2012年11月","1400"
"s460560","61234388","2013年04月","300"
"s284262","91688408","2014年05月","28000"
"s284262","91713400","2014年04月","6800"
"s284262","87369810","2014年05月","28000"
"s284262","87369679","2014年04月","6800"
"s202016","72994474","2013年12月","200000"
"s470942","60334529","2013年01月","6000"
"s470942","60541540","2013年02月","23100"
"s470942","61088033","2013年03月","159000"
"s470942","60640618","2013年02月","235800"
"s470942","60334580","2013年01月","6000"
"s470942","67907668","2013年06月","5900"
"s470942","60634103","2013年02月","17993400"
"s470942","61150234","2013年03月","6900"
"s470942","103622530","2015年06月","4346500"
"s470942","60334871","2013年01月","3400"
"s470942","60334639","2013年01月","2500"
"s470942","76455310","2014年02月","7900"
"s470942","60334473","2013年01月","92400"
"s470942","60634231","2013年02月","5900"
"s470942","60586322","2013年02月","92200"
"s470942","60340011","2013年01月","95700"
"s470942","61632822","2013年05月","99300"
"s470942","60334824","2013年01月","5900"
"s470942","81339270","2014年02月","7900"
"s470942","60334429","2013年01月","621000"
"s470942","67907674","2013年06月","5900"
"s470942","61087176","2013年03月","5900"
"s470942","61563246","2013年04月","134500"
"s470942","60334747","2013年01月","4900"
"s470942","60334789","2013年01月","4700"
"s470942","60717780","2013年02月","30900"
"s470942","60716809","2013年02月","6000"
"s470942","60716994","2013年02月","7200"
"s470942","60717158","2013年02月","5900"
"s470942","60717586","2013年02月","45000"
"s470942","60716639","2013年02月","6000"
"s470942","60334116","2013年01月","20900"
"s470942","60334292","2013年01月","22000"
"s470942","60334366","2013年01月","16500"
"s470942","60109056","2013年01月","17300"
"s470942","60108936","2013年01月","17800"
"s470942","60334215","2013年01月","17800"
"s19597","104115048","2015年07月","43600"
"s46823","108893112","2015年06月","2900"
"s46823","85044086","2014年04月","5600"
"s160526","79330482","2014年04月","22000"
"s160526","103047351","2014年06月","4293800"
"s160526","76448301","2014年03月","70400"
"s160526","81441309","2014年06月","4293800"
"s160526","79330478","2014年04月","44000"
"s160526","73328577","2013年09月","9000"
"s160526","76448081","2013年12月","84500"
"s59822","87439079","2014年09月","11900"
"s59822","91723079","2014年09月","11900"
"s57496","91876964","2014年05月","8700"
"s57496","81337702","2014年05月","8700"
"s57496","97775608","2014年05月","8700"
"s370212","76459573","2013年12月","0"
"s370212","67915355","2013年07月","51400"
"s370212","67915291","2013年07月","37200"
"s370212","91932205","2014年10月","2400"
"s370212","97821559","2014年10月","2400"
"s370212","103425213","2015年06月","900"
"s370212","91702101","2014年08月","2400"
"s370212","85060087","2014年07月","2400"
"s370212","87378025","2014年09月","2400"
"s370212","86803034","2014年08月","2400"
"s17606","85068269","2014年08月","36000"
"s17606","97816909","2014年08月","36000"
"s239033","66081576","2012年11月","87100"
"s380665","109075612","2015年04月","267800"
"s380665","100692117","2015年04月","267800"
"s414039","99028512","2015年01月","14400"
"s414039","99618690","2015年04月","1400000"
"s414039","43408940","2012年09月","10000"
"s414039","60048209","2012年12月","9000"
"s414039","67913025","2013年06月","1100"
"s414039","67913020","2013年06月","5800"
"s414039","67913086","2013年06月","700"
"s414039","67913027","2013年06月","1100"
"s509677","97928075","2015年02月","120000"
"s509677","77511380","2013年03月","6700"
"s509677","77516297","2013年04月","21300"
"s509677","63243116","2013年07月","36400"
"s509677","62270831","2012年10月","7200"
"s509677","62671510","2013年07月","49000"
"s509677","42014210","2012年09月","24800"
"s509677","65823344","2013年09月","28100"
"s509677","67149058","2013年10月","90700"
"s509677","42685962","2012年10月","7000"
"s509677","42116872","2012年09月","34500"
"s509677","62139177","2013年06月","15100"
"s509677","62139197","2013年06月","104600"
"s509677","61120921","2013年01月","3100"
"s509677","43213347","2012年11月","28700"
"s509677","43516691","2012年09月","118000"
"s509677","61153301","2013年03月","77300"
"s509677","61541740","2013年03月","26800"
"s509677","60901101","2012年12月","3500"
"s509677","61335377","2013年04月","374200"
"s509677","61988716","2013年05月","10200"
"s509677","61736459","2013年05月","25100"
"s509677","60416888","2012年12月","44900"
"s509677","64783930","2013年02月","55000"
"s509677","64784566","2013年02月","60000"
"s509677","64782995","2013年02月","5000"
"s509677","60830806","2013年02月","2000"
"s509677","60516455","2013年02月","2600"
"s509677","61718744","2013年02月","31700"
"s509677","60830946","2013年02月","25000"
"s509677","60667662","2013年03月","0"
"s509677","44317155","2012年12月","11000"
"s509677","95697276","2013年09月","2100"
"s509677","85192695","2014年05月","40600"
"s509677","104987928","2015年07月","4200"
"s509677","96674486","2015年02月","12200"
"s509677","107587151","2015年08月","21000"
"s509677","62248531","2013年06月","42700"
"s509677","98235913","2015年03月","235200"
"s509677","77516733","2014年04月","1700"
"s509677","60253850","2013年01月","900"
"s509677","41789870","2012年09月","30000"
"s509677","77667687","2014年04月","154400"
"s509677","84009310","2014年08月","8000"
"s509677","87741241","2014年09月","33400"
"s509677","106520036","2015年08月","24500"
"s509677","60849169","2013年03月","5000"
"s509677","82645169","2014年07月","204900"
"s509677","78498168","2014年05月","117800"
"s509677","101399040","2015年05月","156900"
"s509677","77707012","2014年04月","0"
"s509677","97303031","2015年01月","20000"
"s509677","96353574","2015年01月","617600"
"s509677","93247131","2014年12月","18900"
"s509677","98833244","2015年03月","270000"
"s509677","74127301","2013年07月","72800"
"s509677","60994275","2013年03月","110000"
"s509677","82930199","2014年07月","70300"
"s509677","96530102","2015年01月","37100"
"s509677","61793593","2013年02月","35600"
"s509677","100980278","2015年05月","11800"
"s509677","96596613","2015年02月","8100"
"s509677","95089302","2015年01月","45500"
"s509677","96537048","2015年02月","4800"
"s509677","94851647","2015年01月","110000"
"s509677","94330952","2014年04月","46700"
"s509677","94341839","2014年12月","2900"
"s509677","66751409","2013年10月","422700"
"s509677","61965534","2013年05月","10900"
"s509677","80670751","2014年06月","110000"
"s509677","42653237","2012年10月","153800"
"s509677","83217941","2014年07月","18400"
"s509677","67200029","2013年10月","53000"
"s509677","69288831","2012年12月","400"
"s509677","76271974","2014年03月","1300"
"s509677","61642693","2013年05月","25200"
"s509677","61710197","2013年05月","69500"
"s175930","60484283","2013年02月","0"
"s163503","73340670","2013年11月","45000"
"s474942","85052291","2014年07月","1900"
"s142755","13874256","2015年08月","1097900"
"s142755","44323088","2012年12月","210000"
"s142755","94447382","2014年03月","570000"
"s142755","96041523","2014年11月","5185800"
"s142755","92870925","2014年09月","41226700"
"s142755","90833483","2014年12月","6600"
"s142755","95197862","2012年10月","210000"
"s142755","105489956","2015年08月","10979300"
"s142755","95196371","2013年10月","607500"
"s142755","91088476","2014年11月","3539500"
"s142755","92862850","2014年09月","82629200"
"s100490","74999004","2013年11月","27100"
"s100490","74999008","2013年11月","25100"
"s100490","74999000","2013年11月","25100"
"s100490","74998997","2013年11月","25100"
"s100490","74998995","2013年11月","25100"
"s100490","74998991","2013年11月","25100"
"s100490","74998987","2013年11月","25100"
"s100490","74998989","2013年11月","27100"
"s100490","74999006","2013年11月","27100"
"s100490","74999002","2013年11月","25100"
"s100490","74998993","2013年11月","25100"
"s317224","97981200","2014年12月","204000"
"s286343","73341783","2013年07月","292500"
"s262268","73361419","2013年11月","36000"
"s233022","60166732","2013年01月","30000"
"s233022","60140530","2013年01月","20000"
"s349198","85446702","2014年02月","15200"
"s349198","82097129","2014年02月","15200"
"s349198","77281040","2014年02月","15200"
"s352870","67770343","2013年09月","2200"
"s271851","67784012","2013年08月","13500"
"s61642","61212839","2013年03月","2300"
"s259722","106072613","2015年08月","151600"
"s21231","62228089","2013年05月","25700"
"s21231","61291388","2013年04月","16400"
"s21231","61290648","2013年04月","12700"
"s525354","61514052","2013年04月","4156000"
"s525354","102157361","2015年04月","32888900"
"s386789","67904020","2013年06月","12500"
"s370052","91777273","2014年10月","20200"
"s195315","66086867","2013年06月","86100"
"s13039","92565251","2014年10月","6700"
"s13039","108891552","2015年07月","275500"
"s12871","96882237","2015年01月","800000"
"s12871","96506986","2015年01月","3068300"
"s12871","91762853","2014年10月","117200"
"s102720","103054630","2015年06月","28400"
"s102720","102153764","2015年06月","28400"
"s380861","76454644","2014年03月","121900"
"s380861","76454637","2014年03月","62300"
"s203221","43354374","2012年11月","3100"
"s203221","100039416","2013年05月","24500"
"s467891","66082339","2012年11月","3300"
"s467891","66081171","2012年10月","2000"
"s467891","66082341","2012年11月","2200"
"s467891","66082257","2012年11月","3500"
"s467891","66081176","2012年10月","2200"
"s467891","66082483","2012年11月","5000"
"s327193","81325524","2013年12月","144400"
"s327193","73356516","2013年07月","30100"
"s327193","75025001","2013年12月","144400"
"s327193","91701988","2014年09月","0"
"s327193","60095833","2012年12月","162100"
"s316929","42340978","2012年09月","2440600"
"s16869","61902096","2013年04月","135100"
"s413057","73375974","2013年10月","2794500"
"s348358","100385679","2015年04月","15700"
"s348358","100385675","2015年04月","10600"
"s253536","89909754","2014年11月","552600"
"s253536","14063542","2014年11月","552600"
"s469157","81333188","2013年12月","3627000"
"s469157","74998715","2013年12月","3627000"
"s354691","60616373","2013年02月","5600"
"s33484","99053764","2015年02月","6400"
"s33484","77385332","2014年01月","0"
"s33484","60125940","2013年01月","158800"
"s33484","82391952","2014年01月","0"
"s463964","75064412","2014年01月","402800"
"s463964","42186340","2012年09月","0"
"s393358","67909699","2013年07月","575800"
"s393358","90724656","2014年10月","445000"
"s393358","97985390","2015年01月","445000"
"s78761","43457996","2012年11月","258400"
"s487780","101090370","2015年05月","4000"
"s487780","100469711","2015年04月","2400"
"s487780","97741985","2015年03月","3600"
"s354832","62124913","2013年04月","83300"
"s354832","74999840","2014年01月","63800"
"s76344","106297335","2015年08月","20000"
"s76344","110667902","2015年08月","20000"
"s144126","104859710","2015年07月","2000000"
"s443145","68730044","2013年07月","5000000"
"s443145","60033336","2013年01月","10000000"
"s443145","107511315","2015年04月","10115100"
"s443145","100468068","2015年04月","10115100"
"s524202","102528240","2015年06月","8100"
"s524202","109043876","2015年06月","8100"
"s65209","98103934","2015年02月","4659800"
"s65209","100251746","2015年04月","263900"
"s326151","105249999","2015年06月","32400"
"s326151","76457588","2014年01月","2800"
"s326151","109075213","2015年06月","32400"
"s345281","87435582","2014年05月","56800"
"s345281","91709471","2014年05月","56800"
"s345281","97813862","2014年05月","56800"
"s264623","96572883","2015年02月","2700"
"s264623","99032604","2015年01月","10400"
"s264623","96572886","2015年02月","3200"
"s264623","99032642","2015年01月","7300"
"s342465","101681663","2014年10月","21900"
"s434957","62281346","2013年05月","8000"
"s434957","62281534","2013年05月","5000"
"s434957","62281435","2013年05月","7000"
"s434957","67783031","2013年09月","5400"
"s434957","61169966","2013年02月","1500"
"s434957","61112618","2013年02月","1500"
"s262096","67667180","2013年07月","84000"
"s27030","85070232","2014年08月","0"
"s27030","97817723","2014年08月","0"
"s27030","103195685","2014年08月","0"
"s100821","87371005","2014年09月","3900"
"s100821","91746375","2014年09月","3900"
"s483659","81337705","2014年05月","546100"
"s483659","76451463","2014年03月","418100"
"s483659","81337712","2014年05月","273000"
"s483659","99030874","2014年12月","61500"
"s483659","92416953","2014年11月","49800"
"s483659","81322052","2014年04月","10100"
"s483659","98091214","2015年02月","19900"
"s483659","92416950","2014年11月","55000"
"s483659","103011615","2015年04月","23700"
"s483659","81322044","2014年04月","10100"
"s483659","91896164","2014年09月","20500"
"s483659","76432558","2014年03月","30000"
"s483659","87369359","2014年09月","20500"
"s483659","99635355","2015年04月","23700"
"s483659","81322023","2014年04月","12000"
"s483659","102932740","2015年06月","5600"
"s483659","97789947","2014年09月","2000"
"s483659","91726196","2014年03月","418100"
"s483659","86293001","2014年09月","2000"
"s483659","101732646","2015年04月","23700"
"s483659","60549557","2013年01月","28600"
"s483659","75022083","2013年12月","36300"
"s483659","91895980","2014年09月","2000"
"s483659","67909977","2013年06月","56100"
"s483659","66083945","2013年04月","24900"
"s483659","76427916","2014年02月","194000"
"s483659","87374415","2014年03月","418100"
"s483659","105133678","2015年03月","66500"
"s483659","104721766","2015年03月","66500"
"s483659","71032177","2013年12月","66500"
"s437336","44518853","2012年11月","4037300"
"s437336","98526257","2015年03月","527200"
"s437336","111199535","2015年03月","527200"
"s437336","74997809","2014年01月","28600"
